sample_id,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-AO-A12A-01A,BRCA,simu_bulk_2ds_ref,0.003,0.004,0.015,0,0.016,0.003,0.565,0.057,0.077,0.19,0.03,0.038,0.001,0,0.001,0
TCGA-A2-A0CY-01A,BRCA,simu_bulk_2ds_ref,0,0,0.002,0,0.007,0,0.932,0.004,0.006,0.04,0.001,0.007,0,0,0,0
TCGA-AN-A0G0-01A,BRCA,simu_bulk_2ds_ref,0.005,0.002,0.01,0.001,0.01,0,0.837,0.005,0.031,0.051,0,0.044,0.002,0,0,0
TCGA-A2-A3XT-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.011,0.001,0.02,0.001,0.647,0.037,0.028,0.054,0.002,0.193,0.004,0,0,0
TCGA-AQ-A1H2-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.003,0.002,0.008,0,0.799,0,0.021,0.069,0.021,0.07,0.003,0,0,0
TCGA-E2-A1L8-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.006,0,0.012,0,0.595,0.053,0.057,0.216,0.013,0.039,0.006,0,0,0
TCGA-C8-A26V-01A,BRCA,simu_bulk_2ds_ref,0.003,0.003,0.012,0.009,0.004,0,0.761,0.001,0.033,0.099,0.001,0.073,0,0,0.001,0
TCGA-A8-A08B-01A,BRCA,simu_bulk_2ds_ref,0.007,0.003,0.001,0.028,0,0.001,0.841,0.002,0.012,0.047,0.01,0.037,0.005,0,0.004,0.001
TCGA-D8-A1XJ-01A,BRCA,simu_bulk_2ds_ref,0,0,0.003,0.003,0,0,0.812,0,0.035,0.091,0.002,0.048,0.004,0,0.003,0
TCGA-AO-A0JC-01A,BRCA,simu_bulk_2ds_ref,0.01,0.272,0.072,0.009,0.06,0.117,0.146,0.101,0.075,0.046,0.017,0.056,0.006,0.001,0.009,0.002
TCGA-AR-A0U0-01A,BRCA,simu_bulk_2ds_ref,0.023,0.002,0.036,0.033,0.046,0,0.67,0.023,0.04,0.036,0.01,0.074,0.001,0,0.005,0
TCGA-A7-A6VV-01A,BRCA,simu_bulk_2ds_ref,0.008,0.001,0.015,0.003,0.004,0,0.54,0.018,0.054,0.246,0.003,0.104,0.002,0,0.001,0
TCGA-B6-A3ZX-01A,BRCA,simu_bulk_2ds_ref,0.03,0.117,0.078,0,0.052,0.038,0.418,0.057,0.067,0.08,0.004,0.054,0.001,0.003,0.001,0
TCGA-AR-A24L-01A,BRCA,simu_bulk_2ds_ref,0.005,0.004,0,0,0.01,0.001,0.585,0.004,0.073,0.247,0.023,0.037,0.008,0,0.002,0
TCGA-EW-A1OW-01A,BRCA,simu_bulk_2ds_ref,0.005,0.001,0.018,0.002,0.002,0,0.636,0.018,0.068,0.197,0.017,0.033,0.001,0,0.001,0
TCGA-EW-A1P3-01A,BRCA,simu_bulk_2ds_ref,0.013,0,0.004,0.003,0.002,0.001,0.682,0.013,0.046,0.147,0.035,0.045,0.008,0,0,0
TCGA-LL-A7T0-01A,BRCA,simu_bulk_2ds_ref,0.01,0.001,0.008,0.01,0.025,0,0.744,0.028,0.022,0.08,0.014,0.058,0.001,0,0,0
TCGA-B6-A0I8-01A,BRCA,simu_bulk_2ds_ref,0.003,0.003,0,0,0.002,0,0.79,0.003,0.041,0.115,0.017,0.022,0.003,0,0,0
TCGA-BH-A0AV-01A,BRCA,simu_bulk_2ds_ref,0.001,0.004,0.005,0,0,0.001,0.478,0.003,0.054,0.39,0.001,0.057,0.003,0,0.002,0.001
TCGA-E2-A156-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.001,0,0.001,0.001,0.857,0.007,0.04,0.027,0.008,0.045,0.012,0,0,0
TCGA-BH-A5IZ-01A,BRCA,simu_bulk_2ds_ref,0,0,0.003,0.003,0,0,0.813,0.006,0.033,0.06,0,0.071,0.003,0,0.006,0
TCGA-BH-A1EN-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.003,0,0.003,0,0.821,0,0.04,0.084,0.001,0.044,0.001,0,0,0
TCGA-A1-A0SN-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.015,0.003,0.035,0.001,0.62,0.023,0.039,0.159,0.013,0.08,0.005,0,0.004,0
TCGA-E2-A150-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.03,0.003,0.005,0,0.683,0.051,0.053,0.085,0.003,0.082,0.003,0,0.001,0
TCGA-PL-A8LZ-01A,BRCA,simu_bulk_2ds_ref,0.014,0.002,0.046,0.015,0.029,0,0.449,0.04,0.138,0.111,0.049,0.099,0.001,0,0.006,0
TCGA-A2-A0CO-01A,BRCA,simu_bulk_2ds_ref,0.007,0.02,0.025,0,0.024,0.027,0.315,0.035,0.221,0.186,0.055,0.08,0.004,0,0.002,0
TCGA-HN-A2NL-01A,BRCA,simu_bulk_2ds_ref,0.005,0.015,0.017,0,0.025,0.001,0.831,0.027,0.017,0.043,0.003,0.016,0,0,0,0
TCGA-E2-A14X-01A,BRCA,simu_bulk_2ds_ref,0.049,0.043,0.029,0.001,0.023,0.001,0.669,0.019,0.062,0.063,0.012,0.023,0,0.001,0.006,0
TCGA-BH-A0B2-01A,BRCA,simu_bulk_2ds_ref,0.005,0.01,0.033,0.001,0.028,0.002,0.44,0.036,0.07,0.247,0.021,0.101,0.001,0,0.004,0
TCGA-A2-A4RX-01A,BRCA,simu_bulk_2ds_ref,0.005,0.027,0.014,0,0.011,0.006,0.478,0.024,0.078,0.314,0.018,0.018,0.003,0,0.004,0
TCGA-E2-A572-01A,BRCA,simu_bulk_2ds_ref,0.01,0,0.004,0.002,0.005,0,0.9,0.003,0.022,0.02,0.016,0.018,0,0,0,0
TCGA-C8-A12V-01A,BRCA,simu_bulk_2ds_ref,0.047,0.024,0.064,0.058,0.044,0,0.366,0.101,0.073,0.069,0.009,0.143,0.001,0.001,0.001,0
TCGA-BH-A0BQ-01A,BRCA,simu_bulk_2ds_ref,0.008,0,0.02,0,0.009,0.002,0.48,0.048,0.054,0.313,0.017,0.041,0.004,0,0.002,0
TCGA-C8-A12T-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.016,0.004,0.008,0,0.645,0.001,0.02,0.236,0,0.06,0.008,0,0,0
TCGA-EW-A1OX-01A,BRCA,simu_bulk_2ds_ref,0.002,0,0.003,0,0.001,0,0.945,0,0.021,0,0.024,0.004,0,0,0,0
TCGA-BH-A0BW-01A,BRCA,simu_bulk_2ds_ref,0.014,0.002,0.057,0.04,0.022,0,0.544,0.042,0.066,0.075,0.006,0.113,0,0,0.018,0
TCGA-A8-A084-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.003,0.002,0.003,0,0.737,0,0.024,0.174,0,0.032,0.003,0,0.018,0.001
TCGA-A2-A0SV-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.02,0.003,0.002,0,0.637,0,0.027,0.158,0.007,0.135,0.002,0,0.007,0
TCGA-C8-A275-01A,BRCA,simu_bulk_2ds_ref,0.012,0.004,0.026,0.006,0.031,0,0.653,0.03,0.035,0.061,0.003,0.128,0.003,0,0.008,0
TCGA-S3-A6ZH-01A,BRCA,simu_bulk_2ds_ref,0.005,0,0.01,0.003,0.016,0,0.835,0.023,0.029,0.037,0.005,0.031,0.006,0,0,0
TCGA-D8-A1JD-01A,BRCA,simu_bulk_2ds_ref,0.004,0.001,0.023,0,0.01,0.001,0.647,0.007,0.022,0.176,0.001,0.102,0.006,0,0,0
TCGA-A2-A0CV-01A,BRCA,simu_bulk_2ds_ref,0.005,0.002,0.012,0,0.019,0.001,0.533,0.046,0.089,0.212,0.029,0.051,0.001,0,0,0
TCGA-E2-A14V-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.002,0.004,0.003,0,0.838,0.009,0.02,0.096,0.004,0.013,0.006,0,0.003,0
TCGA-E2-A153-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.005,0,0,0.001,0.414,0.009,0.062,0.386,0.024,0.081,0.005,0,0.009,0.001
TCGA-AR-A24R-01A,BRCA,simu_bulk_2ds_ref,0.011,0.002,0.012,0.006,0.032,0.001,0.713,0.025,0.034,0.093,0.015,0.051,0.002,0,0.002,0
TCGA-AR-A1AV-01A,BRCA,simu_bulk_2ds_ref,0,0.014,0.001,0,0.002,0,0.741,0.002,0.052,0.124,0.002,0.057,0.006,0,0,0
TCGA-OL-A66H-01A,BRCA,simu_bulk_2ds_ref,0.008,0.001,0.02,0,0.021,0,0.609,0.005,0.094,0.068,0.036,0.134,0.003,0,0.001,0
TCGA-AR-A251-01A,BRCA,simu_bulk_2ds_ref,0.016,0.001,0.013,0,0.018,0.002,0.736,0.018,0.061,0.08,0.012,0.037,0.004,0,0.004,0
TCGA-AC-A7VB-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0,0.003,0.01,0,0.9,0,0.046,0.026,0.005,0.006,0.002,0,0,0
TCGA-A8-A08C-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.005,0,0.008,0.001,0.781,0.018,0.039,0.099,0.01,0.035,0.002,0,0,0
TCGA-A2-A259-01A,BRCA,simu_bulk_2ds_ref,0.007,0.016,0.023,0,0.006,0.015,0.57,0.043,0.103,0.138,0.031,0.022,0.02,0,0.004,0
TCGA-AO-A03P-01A,BRCA,simu_bulk_2ds_ref,0,0,0.001,0,0.005,0,0.849,0,0.035,0.051,0.029,0.023,0.005,0,0,0
TCGA-A7-A4SE-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.011,0,0.005,0.001,0.584,0.016,0.052,0.249,0.049,0.023,0.001,0,0.006,0
TCGA-C8-A132-01A,BRCA,simu_bulk_2ds_ref,0.011,0.006,0.028,0,0.044,0.001,0.489,0.051,0.07,0.243,0.01,0.042,0.003,0,0,0
TCGA-B6-A0RS-01A,BRCA,simu_bulk_2ds_ref,0.009,0.005,0.007,0.007,0.015,0,0.675,0.006,0.033,0.109,0.023,0.108,0.002,0,0,0
TCGA-BH-A0BV-01A,BRCA,simu_bulk_2ds_ref,0.004,0.002,0.022,0,0.037,0.001,0.545,0.018,0.064,0.177,0.018,0.105,0.006,0,0,0
TCGA-BH-A0B1-01A,BRCA,simu_bulk_2ds_ref,0.006,0.001,0.011,0,0.001,0.002,0.681,0.004,0.076,0.151,0.041,0.019,0.004,0,0.001,0
TCGA-AN-A0FZ-01A,BRCA,simu_bulk_2ds_ref,0,0.003,0,0.001,0.002,0,0.728,0.002,0.081,0.156,0.002,0.023,0.001,0,0,0
TCGA-EW-A1PC-01B,BRCA,simu_bulk_2ds_ref,0,0,0.006,0.004,0.003,0,0.841,0.001,0.03,0.086,0.002,0.02,0.001,0,0.006,0
TCGA-D8-A147-01A,BRCA,simu_bulk_2ds_ref,0.006,0.002,0.03,0.002,0.027,0.004,0.699,0.028,0.02,0.119,0.001,0.056,0.006,0,0.001,0
TCGA-BH-A1FE-01A,BRCA,simu_bulk_2ds_ref,0.004,0.017,0.03,0.009,0.023,0.005,0.484,0.065,0.079,0.225,0.02,0.029,0.01,0,0.001,0
TCGA-AN-A0XV-01A,BRCA,simu_bulk_2ds_ref,0.011,0.002,0.018,0,0.019,0.002,0.564,0.022,0.107,0.186,0.04,0.022,0.006,0,0,0
TCGA-XX-A89A-01A,BRCA,simu_bulk_2ds_ref,0.007,0.001,0.03,0,0.016,0.002,0.329,0.035,0.081,0.361,0.006,0.121,0.001,0,0.011,0
TCGA-LL-A441-01A,BRCA,simu_bulk_2ds_ref,0.012,0.119,0.035,0.001,0.027,0.019,0.452,0.06,0.082,0.122,0.023,0.045,0.003,0.001,0,0
TCGA-E2-A15O-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.011,0.001,0,0.002,0.847,0.017,0.03,0.055,0.005,0.021,0.007,0,0.002,0
TCGA-C8-A12P-01A,BRCA,simu_bulk_2ds_ref,0.007,0.015,0.01,0.005,0.009,0,0.684,0.004,0.032,0.155,0.011,0.065,0.002,0,0,0
TCGA-BH-A1F0-01A,BRCA,simu_bulk_2ds_ref,0.034,0.036,0.043,0.002,0.029,0.002,0.371,0.05,0.144,0.095,0.027,0.152,0.006,0,0.01,0.001
TCGA-OL-A66K-01A,BRCA,simu_bulk_2ds_ref,0.006,0.001,0.003,0,0.008,0.001,0.572,0.021,0.061,0.233,0.032,0.051,0.009,0,0.001,0
TCGA-BH-A0GY-01A,BRCA,simu_bulk_2ds_ref,0.001,0.005,0.013,0,0.006,0.001,0.698,0.027,0.038,0.129,0.018,0.055,0.004,0,0.005,0.001
TCGA-GM-A2DD-01A,BRCA,simu_bulk_2ds_ref,0.014,0.001,0.04,0.001,0.03,0.001,0.499,0.068,0.029,0.165,0.015,0.135,0.001,0,0,0
TCGA-A1-A0SE-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.003,0.001,0.011,0.003,0.632,0.022,0.058,0.218,0.023,0.019,0.006,0,0,0
TCGA-LL-A73Y-01A,BRCA,simu_bulk_2ds_ref,0.008,0.01,0.025,0,0.009,0.01,0.489,0.04,0.076,0.272,0.022,0.034,0.003,0,0.001,0
TCGA-A2-A0CM-01A,BRCA,simu_bulk_2ds_ref,0.005,0.003,0.035,0.021,0.041,0,0.616,0.028,0.036,0.119,0.005,0.09,0,0,0,0
TCGA-A8-A09G-01A,BRCA,simu_bulk_2ds_ref,0.017,0.005,0.028,0.003,0.03,0.001,0.69,0.024,0.043,0.057,0.013,0.089,0.002,0,0,0
TCGA-E2-A14T-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.003,0,0.006,0,0.793,0.006,0.032,0.052,0.019,0.08,0.003,0,0.001,0
TCGA-E9-A1N8-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.004,0,0.006,0,0.883,0.005,0.017,0.074,0,0.008,0,0,0,0
TCGA-AN-A0AT-01A,BRCA,simu_bulk_2ds_ref,0.005,0.006,0.009,0.01,0.008,0,0.835,0.019,0.008,0.063,0.001,0.035,0.001,0,0,0
TCGA-A8-A08Z-01A,BRCA,simu_bulk_2ds_ref,0,0.006,0.009,0,0.005,0.001,0.434,0.002,0.052,0.307,0.003,0.173,0.006,0,0.001,0
TCGA-AR-A24N-01A,BRCA,simu_bulk_2ds_ref,0.015,0.002,0.002,0.006,0,0,0.717,0.001,0.046,0.168,0.022,0.018,0.002,0,0,0
TCGA-BH-A0B6-01A,BRCA,simu_bulk_2ds_ref,0.026,0.035,0.048,0.017,0.052,0.001,0.377,0.114,0.068,0.147,0.016,0.087,0.002,0.009,0,0
TCGA-EW-A1PA-01A,BRCA,simu_bulk_2ds_ref,0.015,0.004,0.008,0.002,0.014,0,0.695,0.018,0.096,0.086,0.019,0.033,0.009,0,0.001,0
TCGA-AR-A24Q-01A,BRCA,simu_bulk_2ds_ref,0.02,0.001,0.013,0,0.032,0,0.58,0.025,0.048,0.217,0.03,0.034,0.001,0,0,0
TCGA-BH-A8FY-01A,BRCA,simu_bulk_2ds_ref,0.008,0,0.002,0,0,0.001,0.811,0.005,0.038,0.012,0.029,0.091,0.003,0,0,0
TCGA-E9-A2JS-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.007,0,0.014,0,0.789,0.003,0.018,0.104,0.012,0.047,0.004,0,0,0
TCGA-AN-A0AR-01A,BRCA,simu_bulk_2ds_ref,0,0,0.004,0,0.01,0,0.891,0.008,0.013,0.042,0.013,0.017,0,0,0,0
TCGA-A2-A04U-01A,BRCA,simu_bulk_2ds_ref,0.001,0,0.005,0,0.003,0,0.832,0.007,0.026,0.108,0.006,0.01,0.001,0,0,0
TCGA-A7-A56D-01A,BRCA,simu_bulk_2ds_ref,0.018,0,0.007,0.005,0.005,0,0.657,0.001,0.011,0.235,0.001,0.056,0.003,0,0,0
TCGA-B6-A0X4-01A,BRCA,simu_bulk_2ds_ref,0.008,0.003,0.002,0,0.002,0,0.938,0.004,0.017,0,0.02,0.004,0.001,0,0,0
TCGA-AQ-A7U7-01A,BRCA,simu_bulk_2ds_ref,0.03,0.036,0.056,0.001,0.072,0.005,0.24,0.07,0.109,0.251,0.026,0.09,0.01,0,0.004,0
TCGA-D8-A1XT-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.014,0.001,0.007,0.001,0.573,0.001,0.075,0.189,0.03,0.097,0,0,0.01,0.001
TCGA-BH-A1FJ-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.005,0.001,0,0,0.827,0.001,0.048,0.079,0.014,0.014,0.007,0,0.001,0
TCGA-A2-A0ET-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.009,0.011,0.039,0,0.822,0.02,0.045,0.008,0.005,0.04,0,0,0,0
TCGA-AR-A0TR-01A,BRCA,simu_bulk_2ds_ref,0.015,0.008,0.012,0,0.013,0.019,0.848,0.017,0.037,0.002,0.01,0.014,0.005,0,0,0
TCGA-A8-A095-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.018,0,0.006,0.002,0.675,0.029,0.061,0.13,0.021,0.048,0.006,0,0,0
TCGA-A2-A25E-01A,BRCA,simu_bulk_2ds_ref,0.013,0.005,0.005,0.005,0.001,0.002,0.77,0.016,0.047,0.078,0.023,0.035,0,0,0,0
TCGA-A8-A08S-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.005,0.008,0.004,0,0.767,0.021,0.013,0.123,0.002,0.051,0.003,0,0.001,0
TCGA-AR-A0TS-01A,BRCA,simu_bulk_2ds_ref,0.013,0.077,0.038,0.002,0.011,0.051,0.457,0.055,0.086,0.129,0.027,0.046,0.001,0.001,0.005,0.001
TCGA-BH-A0BR-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.02,0,0.008,0.001,0.516,0.006,0.071,0.249,0.014,0.109,0.003,0,0,0
TCGA-A8-A0A6-01A,BRCA,simu_bulk_2ds_ref,0.026,0.008,0.032,0.001,0.048,0.001,0.497,0.046,0.078,0.134,0.016,0.109,0.004,0,0.001,0
TCGA-B6-A401-01A,BRCA,simu_bulk_2ds_ref,0.01,0.007,0.008,0,0.02,0.003,0.644,0.031,0.032,0.17,0.005,0.052,0.006,0,0.009,0.003
TCGA-E2-A1B5-01A,BRCA,simu_bulk_2ds_ref,0.028,0.054,0.044,0.002,0.021,0.137,0.361,0.075,0.089,0.1,0.023,0.063,0,0,0.001,0
TCGA-A7-A26I-01B,BRCA,simu_bulk_2ds_ref,0.007,0.011,0.02,0.005,0,0.004,0.475,0.013,0.061,0.278,0.022,0.077,0.013,0,0.014,0
TCGA-S3-AA15-01A,BRCA,simu_bulk_2ds_ref,0.153,0.051,0.026,0.003,0.018,0.001,0.256,0.044,0.106,0.199,0.041,0.092,0.004,0.001,0.005,0.001
TCGA-AR-A1AW-01A,BRCA,simu_bulk_2ds_ref,0.053,0.108,0.093,0.017,0.081,0.002,0.279,0.059,0.054,0.119,0.003,0.128,0.002,0,0.002,0
TCGA-E9-A5FL-01A,BRCA,simu_bulk_2ds_ref,0,0,0.007,0.002,0.002,0,0.757,0.008,0.036,0.117,0.012,0.058,0,0,0,0
TCGA-A8-A092-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.005,0.002,0.005,0.001,0.82,0.001,0.013,0.075,0.008,0.066,0.003,0,0,0
TCGA-D8-A13Z-01A,BRCA,simu_bulk_2ds_ref,0.002,0.006,0.022,0.003,0.01,0.001,0.673,0.016,0.063,0.114,0.009,0.074,0.004,0,0.003,0
TCGA-AR-A24O-01A,BRCA,simu_bulk_2ds_ref,0.007,0.005,0.013,0,0.015,0.006,0.383,0.035,0.127,0.29,0.041,0.068,0.008,0,0.001,0
TCGA-AO-A0JD-01A,BRCA,simu_bulk_2ds_ref,0,0,0.004,0,0.014,0,0.903,0.011,0.018,0.002,0.007,0.037,0.002,0,0,0
TCGA-BH-A0HF-01A,BRCA,simu_bulk_2ds_ref,0.007,0.002,0.013,0,0.007,0.001,0.543,0.021,0.071,0.208,0.027,0.09,0.004,0,0.006,0
TCGA-PE-A5DD-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.011,0.003,0.03,0.001,0.539,0.018,0.091,0.176,0.055,0.059,0.013,0,0,0
TCGA-AR-A0U2-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.017,0.017,0.035,0.001,0.783,0.017,0.037,0.032,0.012,0.045,0.003,0,0,0
TCGA-AC-A3HN-01A,BRCA,simu_bulk_2ds_ref,0.012,0.008,0.017,0,0.022,0.001,0.379,0.035,0.11,0.291,0.018,0.099,0.008,0,0,0
TCGA-AN-A0AL-01A,BRCA,simu_bulk_2ds_ref,0.03,0.018,0.034,0.001,0.001,0.001,0.578,0.014,0.069,0.181,0.015,0.058,0.001,0,0,0
TCGA-B6-A0RL-01A,BRCA,simu_bulk_2ds_ref,0,0,0,0.002,0,0,0.973,0.003,0.012,0,0.001,0.008,0,0,0.001,0
TCGA-C8-A274-01A,BRCA,simu_bulk_2ds_ref,0,0.006,0.003,0.003,0.004,0,0.812,0.011,0.019,0.078,0.008,0.041,0.005,0,0.01,0
TCGA-A2-A0CP-01A,BRCA,simu_bulk_2ds_ref,0.002,0,0.004,0,0.006,0.001,0.493,0.023,0.056,0.362,0.025,0.024,0.006,0,0,0
TCGA-BH-A0H5-01A,BRCA,simu_bulk_2ds_ref,0.028,0.076,0.075,0.008,0.079,0.021,0.297,0.127,0.078,0.101,0.016,0.087,0.004,0.002,0.002,0
TCGA-A2-A0EW-01A,BRCA,simu_bulk_2ds_ref,0.002,0.01,0.01,0,0.018,0.008,0.41,0.038,0.125,0.257,0.048,0.066,0.008,0,0.001,0
TCGA-D8-A145-01A,BRCA,simu_bulk_2ds_ref,0.029,0.012,0.013,0,0.016,0.005,0.502,0.022,0.096,0.217,0.034,0.029,0.011,0,0.016,0
TCGA-A7-A13G-01B,BRCA,simu_bulk_2ds_ref,0.008,0.017,0.002,0,0.011,0.034,0.56,0.036,0.063,0.183,0.016,0.046,0.02,0,0.003,0
TCGA-AN-A0XS-01A,BRCA,simu_bulk_2ds_ref,0.029,0.007,0.028,0,0.035,0.001,0.44,0.042,0.077,0.252,0.01,0.074,0.004,0,0.001,0
TCGA-D8-A27V-01A,BRCA,simu_bulk_2ds_ref,0,0,0.008,0,0.01,0.003,0.64,0.028,0.071,0.201,0.019,0.016,0.003,0,0,0
TCGA-D8-A27F-01A,BRCA,simu_bulk_2ds_ref,0.005,0.003,0.001,0.002,0,0.001,0.73,0.013,0.035,0.152,0.01,0.034,0.003,0,0.006,0.004
TCGA-AN-A0AS-01A,BRCA,simu_bulk_2ds_ref,0.001,0.001,0,0.002,0.001,0,0.575,0,0.018,0.282,0,0.117,0.002,0,0,0
TCGA-AO-A0J5-01A,BRCA,simu_bulk_2ds_ref,0.007,0.003,0.005,0,0.009,0.001,0.478,0.013,0.066,0.341,0.02,0.052,0.005,0,0,0
TCGA-D8-A1Y0-01A,BRCA,simu_bulk_2ds_ref,0.005,0.009,0.028,0.004,0.036,0.003,0.541,0.053,0.097,0.128,0.029,0.058,0.007,0,0,0
TCGA-BH-A0EI-01A,BRCA,simu_bulk_2ds_ref,0.001,0.004,0.004,0,0,0.002,0.599,0.004,0.039,0.311,0.005,0.024,0.008,0,0,0
TCGA-BH-A0DI-01A,BRCA,simu_bulk_2ds_ref,0.009,0.001,0.011,0,0.014,0.001,0.328,0.029,0.078,0.415,0.024,0.083,0.006,0,0,0
TCGA-D8-A1XM-01A,BRCA,simu_bulk_2ds_ref,0.009,0.002,0.029,0,0.029,0.002,0.498,0.05,0.058,0.2,0.013,0.103,0.007,0,0.001,0
TCGA-BH-A0DZ-01A,BRCA,simu_bulk_2ds_ref,0.002,0.001,0.009,0.003,0.012,0,0.582,0.001,0.029,0.263,0.001,0.095,0.001,0,0.001,0
TCGA-A8-A08H-01A,BRCA,simu_bulk_2ds_ref,0,0.002,0.017,0,0.008,0.001,0.189,0.015,0.157,0.246,0.026,0.332,0.005,0,0,0.002
TCGA-A2-A3Y0-01A,BRCA,simu_bulk_2ds_ref,0.005,0,0.03,0.018,0.024,0,0.795,0.013,0.028,0.016,0.004,0.045,0.001,0,0.019,0.001
TCGA-BH-A0C1-01B,BRCA,simu_bulk_2ds_ref,0.001,0.001,0.014,0.001,0.034,0.002,0.579,0.032,0.065,0.211,0.011,0.041,0.004,0,0.001,0
TCGA-BH-A0EB-01A,BRCA,simu_bulk_2ds_ref,0.013,0.001,0.028,0,0.016,0.001,0.463,0.052,0.066,0.195,0.013,0.143,0.008,0,0,0
TCGA-E2-A15T-01A,BRCA,simu_bulk_2ds_ref,0.01,0.006,0,0.002,0.001,0.001,0.852,0.007,0.04,0.034,0.023,0.019,0.004,0,0.001,0
TCGA-C8-A1HI-01A,BRCA,simu_bulk_2ds_ref,0.007,0.001,0.004,0,0.006,0,0.765,0.011,0.04,0.09,0.02,0.052,0.004,0,0,0
TCGA-A2-A0EM-01A,BRCA,simu_bulk_2ds_ref,0,0.001,0.006,0,0.007,0.001,0.612,0.036,0.044,0.22,0.016,0.049,0.007,0,0,0
TCGA-3C-AALJ-01A,BRCA,simu_bulk_2ds_ref,0.01,0.001,0.022,0.001,0.039,0.001,0.63,0.032,0.044,0.127,0.025,0.066,0.003,0,0,0
TCGA-E9-A1RG-01A,BRCA,simu_bulk_2ds_ref,0.01,0,0.003,0.007,0.006,0,0.724,0.018,0.024,0.098,0.026,0.079,0.004,0,0,0
TCGA-A8-A0A7-01A,BRCA,simu_bulk_2ds_ref,0.058,0.034,0.048,0.002,0.07,0,0.376,0.04,0.024,0.183,0.007,0.154,0.002,0,0.002,0
TCGA-E2-A1B0-01A,BRCA,simu_bulk_2ds_ref,0.006,0.004,0.011,0.001,0.013,0.001,0.662,0.015,0.057,0.141,0.019,0.069,0.001,0,0,0
TCGA-BH-A28O-01A,BRCA,simu_bulk_2ds_ref,0.013,0.002,0.008,0,0.014,0.017,0.424,0.026,0.113,0.303,0.039,0.033,0.006,0,0.001,0
TCGA-B6-A0RE-01A,BRCA,simu_bulk_2ds_ref,0.003,0,0.01,0,0,0,0.807,0.01,0.017,0.11,0,0.037,0.001,0,0.005,0
TCGA-A7-A13F-01A,BRCA,simu_bulk_2ds_ref,0.004,0.001,0,0.002,0,0,0.783,0,0.045,0.066,0.02,0.075,0.004,0,0,0
TCGA-C8-A1HE-01A,BRCA,simu_bulk_2ds_ref,0.001,0.002,0.009,0,0.009,0.001,0.711,0.016,0.049,0.114,0.018,0.064,0.006,0,0,0
TCGA-BH-A1EY-01A,BRCA,simu_bulk_2ds_ref,0.003,0.001,0.028,0,0.027,0.002,0.522,0.034,0.031,0.239,0.011,0.092,0.006,0,0.004,0
TCGA-AC-A3TN-01A,BRCA,simu_bulk_2ds_ref,0,0,0.004,0,0.013,0,0.678,0.017,0.032,0.152,0.033,0.062,0.007,0,0,0
TCGA-BH-A0DK-01A,BRCA,simu_bulk_2ds_ref,0.022,0.005,0.044,0.004,0.026,0.002,0.447,0.047,0.08,0.206,0.041,0.072,0.003,0,0.001,0
TCGA-A2-A04R-01A,BRCA,simu_bulk_2ds_ref,0.008,0,0,0.002,0,0,0.803,0.003,0.03,0.123,0.01,0.015,0.005,0,0,0
TCGA-E2-A1B4-01A,BRCA,simu_bulk_2ds_ref,0,0,0.012,0,0.003,0.001,0.744,0.02,0.026,0.146,0.017,0.023,0.009,0,0,0
TCGA-D8-A1XO-01A,BRCA,simu_bulk_2ds_ref,0.003,0.007,0.008,0,0.016,0.005,0.546,0.031,0.041,0.266,0.002,0.065,0.01,0,0.001,0
