,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-CV-7261-01A,34.460,622.551,27.068,4.174,5.151,122.400,175.868,36.817,2.337,151.651,15.748,7.183,624.406
TCGA-P3-A5QF-01A,4.646,66.866,12.941,3.661,2.847,43.594,208.149,7.983,1.027,29.205,27.938,1.000,1816.633
TCGA-CR-6470-01A,167.658,376.380,112.773,62.189,33.391,123.636,378.918,72.511,1.453,99.858,176.232,3.019,3650.066
TCGA-CV-5979-01A,3.065,725.642,24.072,1.022,2.725,39.520,113.672,6.237,1.734,82.593,8.467,1.000,277.013
TCGA-CR-6471-01A,16.479,404.640,67.969,35.312,19.816,83.410,188.315,22.376,5.323,46.756,64.425,1.242,198.382
TCGA-CV-7430-01A,3.270,110.756,31.926,1.285,1.130,53.707,43.898,5.885,1.000,38.029,5.169,1.000,840.649
TCGA-CV-7099-01A,7.611,179.489,33.146,14.534,4.342,33.816,361.496,26.536,3.278,28.789,60.028,4.820,208.734
TCGA-CQ-6221-01A,4.417,3975.389,50.148,1.149,3.233,297.934,385.421,1.027,12.448,456.836,23.071,2.062,14.144
TCGA-CN-6992-01A,8.030,255.422,27.983,2.855,7.191,196.811,134.043,14.616,3.650,57.479,9.467,2.060,1514.898
TCGA-BA-5556-01A,21.903,177.812,73.902,42.681,29.762,97.325,406.610,26.315,4.730,32.512,203.191,1.539,119.373
TCGA-CV-7245-01A,3.726,253.508,21.141,3.592,2.081,70.193,50.921,40.773,2.201,160.103,13.322,1.000,313.196
TCGA-UF-A7JV-01A,6.173,66.308,81.598,8.123,11.204,44.507,707.342,3.721,14.232,247.550,49.127,4.738,1755.511
TCGA-CV-5440-01A,5.185,108.985,7.353,1.454,2.917,59.013,88.193,9.783,1.000,74.981,9.423,1.000,330.479
TCGA-UF-A7JO-01A,5.575,149.831,87.511,24.431,21.835,45.635,1065.984,1.637,2.482,39.811,102.200,3.480,249.688
TCGA-CV-A45V-01A,7.587,308.257,17.338,6.061,6.305,67.675,190.922,70.291,2.421,49.782,41.475,3.860,36.216
TCGA-H7-7774-01A,3.234,23.278,20.469,11.030,12.851,33.610,127.099,26.955,1.000,14.495,22.995,1.000,51.628
TCGA-CQ-A4CG-01A,6.586,591.858,31.498,1.000,1.377,54.872,117.844,27.123,1.451,103.017,6.155,1.000,58.558
TCGA-CV-5970-01A,24.245,284.610,33.927,3.091,5.155,67.470,163.458,17.225,2.016,84.742,10.893,2.884,80.878
TCGA-BB-4217-01A,237.919,251.833,136.285,15.987,40.245,156.835,167.160,30.956,4.540,75.845,59.814,1.951,1381.624
TCGA-CR-5248-01A,171.378,43.286,89.487,58.205,24.110,66.539,1001.317,18.220,3.697,30.115,1304.818,3.114,133.211
TCGA-CR-7394-01A,85.575,375.781,99.708,81.689,20.233,186.183,579.803,38.799,8.525,71.250,154.494,9.457,44.075
TCGA-CV-7421-01A,4.173,1560.152,10.770,2.387,2.206,115.271,127.476,29.232,4.192,1048.422,12.756,3.046,1813.093
TCGA-CN-4729-01A,25.263,317.010,44.453,2.678,5.833,96.448,57.990,115.734,4.349,93.520,10.374,4.367,288.616
TCGA-F7-A61V-01A,12.449,58.746,10.069,4.792,4.204,45.797,70.611,5.430,1.000,20.708,13.431,1.000,113.306
TCGA-BA-A6D8-01A,18.711,213.436,16.110,1.000,3.539,104.408,150.878,69.826,15.433,335.721,19.678,1.472,3591.147
TCGA-CV-5971-01A,20.285,991.372,62.734,11.776,21.842,253.266,304.840,105.842,14.159,279.847,58.228,5.195,20.190
TCGA-CQ-6220-01A,3.777,95.166,18.463,6.255,3.682,39.383,175.822,7.132,1.000,16.957,19.380,1.000,77.724
TCGA-IQ-A61J-01A,5.267,562.065,27.302,5.753,12.219,92.123,163.451,62.995,1.000,93.960,19.574,1.512,224.476
TCGA-BA-7269-01A,11.840,322.753,9.596,1.934,1.843,70.881,128.078,41.932,1.000,335.096,15.454,1.000,1103.861
TCGA-CV-7178-01A,13.013,656.042,58.042,20.925,11.753,135.056,658.049,74.235,2.654,113.542,69.308,2.995,45.138
TCGA-BB-A6UO-01A,4.024,210.596,20.592,1.514,1.087,98.963,142.360,3.901,4.063,134.577,16.222,1.268,90.303
TCGA-CV-A468-01A,32.491,545.841,47.190,42.766,20.163,63.595,494.080,29.515,1.593,112.499,113.239,2.126,78.542
TCGA-CV-6960-01A,7.922,372.946,14.312,1.000,4.011,70.703,32.639,7.317,1.000,129.633,2.565,1.458,1109.982
TCGA-CV-7252-01A,11.427,319.712,28.087,3.830,4.087,160.457,253.616,6.406,1.247,78.081,24.116,1.737,80.563
TCGA-CV-A45X-01A,4.272,69.323,10.255,1.000,6.482,27.801,52.247,3.846,1.000,10.887,3.066,2.516,42.713
TCGA-CN-A6UY-01A,37.541,18.346,42.727,37.503,3.993,57.016,194.888,2.710,2.236,25.034,305.548,1.106,2185.574
TCGA-CQ-6222-01A,3.602,94.751,52.968,17.920,16.023,49.957,585.968,11.903,4.288,65.917,74.474,4.111,19.379
TCGA-MZ-A7D7-01A,4.137,34.398,14.917,1.000,2.584,5.545,26.803,4.792,1.000,9.904,3.064,1.000,46.565
TCGA-CQ-5329-01A,13.303,514.767,74.524,14.265,8.455,64.395,794.330,43.482,1.627,142.066,32.685,3.440,184.540
TCGA-CV-5973-01A,2.705,40.432,7.453,1.000,2.467,17.220,58.501,23.161,1.000,23.383,1.302,1.093,77.328
TCGA-BA-5555-01A,17.028,135.258,24.042,8.483,4.386,151.726,198.184,67.793,1.427,94.353,53.463,2.351,1065.542
TCGA-UF-A7JS-01A,7.257,49.389,29.642,1.235,1.702,60.114,620.049,26.790,1.152,66.144,48.929,2.367,276.643
TCGA-CV-A45Q-01A,2.602,14.208,3.920,1.316,1.000,19.633,107.556,10.829,1.000,24.361,19.249,1.000,73.155
TCGA-QK-A6VC-01A,23.863,147.852,26.211,16.958,9.805,51.623,200.887,22.402,1.674,32.943,62.180,4.044,1575.994
TCGA-BA-A6DL-01A,16.845,76.474,8.233,2.993,1.997,22.342,23.432,13.531,1.333,13.122,13.874,4.757,820.840
TCGA-CR-7365-01A,6.281,740.837,35.254,2.159,2.450,71.447,126.682,19.042,3.975,67.778,6.852,1.330,413.528
TCGA-P3-A6SW-01A,152.672,144.341,34.301,27.886,4.451,63.458,434.121,133.611,1.000,50.848,92.254,1.993,421.580
TCGA-HD-8314-01A,19.349,200.515,76.641,11.568,19.249,94.268,419.438,27.818,3.472,172.514,30.175,4.706,1874.440
TCGA-CN-4742-01A,33.350,832.101,54.721,2.549,5.952,91.172,280.462,23.559,2.944,148.029,10.813,3.205,38.440
TCGA-IQ-A61H-01A,8.457,228.769,15.191,4.439,3.283,58.872,100.750,11.402,4.194,75.935,17.898,1.159,388.216
TCGA-CX-7085-01A,126.749,1134.223,120.636,28.981,28.974,171.067,479.552,48.170,43.155,161.162,83.379,39.041,48.755
TCGA-CV-7235-01A,4.070,826.654,51.038,17.694,12.498,144.987,454.621,39.885,6.711,150.233,89.468,2.190,63.202
TCGA-CV-7434-01A,3.967,109.982,39.688,6.598,1.786,42.795,367.589,3.016,5.909,20.373,33.909,1.125,92.041
TCGA-CR-6480-01A,31.222,50.690,25.581,10.992,5.811,74.579,103.009,17.798,1.000,36.016,44.335,1.000,3663.622
TCGA-CR-7385-01A,47.585,73.715,82.263,24.223,29.394,48.948,432.803,30.187,3.001,24.214,77.912,7.398,1596.009
TCGA-T2-A6WZ-01A,71.851,127.414,8.410,3.207,2.089,38.926,110.455,10.741,1.015,83.650,25.819,1.000,31.572
TCGA-CV-6436-01A,6.547,29.052,14.649,18.217,1.736,31.615,343.009,18.448,4.051,25.195,145.503,1.000,116.531
TCGA-UF-A7JA-01A,8.168,599.534,27.842,3.739,3.186,60.224,46.331,3.177,2.357,138.834,11.398,2.486,266.752
TCGA-CQ-A4CB-01A,9.872,689.720,107.328,3.002,11.485,108.045,251.991,18.335,8.270,85.474,12.015,9.781,671.751
TCGA-CX-7219-01A,23.710,553.128,80.757,13.842,7.676,106.558,516.088,10.190,7.733,114.886,36.059,7.913,106.416
TCGA-IQ-A61G-01A,3.302,27.146,8.430,1.000,1.205,6.235,82.769,1.000,1.903,37.420,3.438,1.000,128.086
TCGA-CV-5434-01A,9.200,568.639,70.959,4.986,13.516,149.422,383.524,10.591,8.950,158.403,38.300,4.297,466.368
TCGA-DQ-5625-01A,3.893,149.095,46.786,51.299,12.670,57.006,631.401,6.614,1.000,53.003,155.771,1.000,22.666
TCGA-BB-A6UM-01A,5.867,30.248,15.738,30.698,4.971,45.662,228.713,1.422,1.000,24.209,146.275,1.000,1482.946
TCGA-C9-A47Z-01A,3.070,168.114,12.216,2.963,1.896,27.472,58.401,3.552,2.514,20.260,9.673,1.204,30.455
TCGA-P3-A6T7-01A,4.542,207.774,11.574,4.447,1.576,54.133,88.769,3.321,1.000,23.479,14.477,2.479,119.408
TCGA-CN-6998-01A,1.444,56.752,26.942,3.165,2.591,31.110,86.158,4.643,1.000,7.657,11.233,1.000,15.689
TCGA-MZ-A6I9-01A,93.571,123.584,8.476,4.304,7.169,106.383,71.554,44.354,1.000,46.098,25.644,1.193,5646.967
TCGA-F7-A50I-01A,10.675,322.498,19.944,10.201,4.476,59.715,111.407,7.963,4.368,55.428,26.124,1.498,522.099
TCGA-T2-A6WX-01A,32.063,31.924,34.783,85.666,10.769,44.031,739.603,12.223,2.275,29.385,484.153,3.694,252.850
TCGA-CN-4741-01A,15.554,129.854,21.704,8.437,4.215,49.058,140.391,14.969,1.000,30.486,21.968,1.000,247.402
TCGA-CV-6948-01A,24.034,61.333,24.408,5.438,10.442,49.143,249.867,2.989,1.880,30.454,47.896,1.269,1998.831
TCGA-QK-A64Z-01A,2.614,284.568,34.357,4.476,2.152,31.133,157.731,23.898,1.136,41.313,19.191,2.129,45.905
TCGA-CQ-6228-01A,15.144,324.068,19.440,1.057,4.045,92.850,139.076,12.171,1.636,55.046,3.185,1.000,834.559
TCGA-CN-6996-01A,24.176,342.637,120.758,14.540,20.103,91.707,816.798,72.337,10.452,37.608,58.407,4.686,33.061
TCGA-CN-4737-01A,5.516,788.705,38.011,1.697,9.339,95.418,110.005,41.502,4.727,145.207,7.076,3.969,137.203
TCGA-QK-A6V9-01A,46.130,28.855,30.372,35.610,11.766,39.288,178.018,7.913,1.000,19.914,141.558,1.090,1774.828
TCGA-DQ-7591-01A,65.678,45.445,54.864,39.321,18.729,65.918,249.177,3.837,1.335,24.483,147.922,4.193,1325.309
TCGA-CN-5358-01A,109.046,1576.578,147.829,37.570,39.426,208.835,622.648,113.893,23.119,157.565,108.405,17.773,33.617
TCGA-CV-6945-01A,3.653,334.994,14.498,1.000,1.000,13.878,60.723,7.000,1.000,76.362,3.634,1.000,150.948
TCGA-CQ-6218-01A,8.530,258.319,47.102,4.824,3.636,56.839,198.465,29.835,3.286,49.387,19.536,3.816,129.367
TCGA-CV-7413-01A,5.549,673.927,36.740,3.271,6.415,44.329,425.493,16.211,1.000,133.158,15.147,10.444,87.819
TCGA-CR-7377-01A,40.220,1385.065,119.243,41.953,32.008,182.482,492.974,103.194,7.642,88.881,94.876,2.015,48.088
TCGA-D6-6823-01A,11.647,278.395,16.339,1.456,2.925,73.695,48.277,11.554,6.089,38.697,5.168,15.360,751.604
TCGA-CV-7253-01A,6.832,23.075,27.201,1.000,1.021,23.514,11.695,4.959,1.000,32.515,2.037,1.000,417.897
TCGA-CV-6942-01A,91.355,390.230,55.759,25.060,9.913,146.045,470.996,93.565,12.011,80.029,154.501,7.416,67.083
TCGA-BA-A6DA-01A,8.546,62.556,10.233,2.515,1.008,28.564,80.773,35.484,1.000,22.355,9.427,3.614,82.675
TCGA-MT-A67D-01A,64.035,395.125,48.052,5.609,8.413,94.513,139.561,31.575,4.685,83.074,14.911,11.777,242.712
TCGA-CQ-5323-01A,55.025,165.166,25.475,12.894,4.441,93.598,160.188,22.793,2.898,41.612,47.456,2.129,299.036
TCGA-CR-7390-01A,4.969,578.251,38.394,1.447,1.377,88.753,58.894,16.149,8.232,114.411,1.735,19.117,270.989
TCGA-UF-A7JK-01A,2.470,954.540,13.786,1.000,1.000,35.357,16.444,2.673,1.000,75.803,1.402,1.413,274.283
TCGA-CV-A45Y-01A,134.423,942.854,52.310,12.759,18.634,94.549,297.003,53.816,4.901,314.363,59.367,2.352,166.534
TCGA-P3-A6T0-01A,2.442,293.769,23.595,1.000,1.880,29.790,32.974,1.000,1.124,117.391,3.911,1.000,33.205
TCGA-CN-4740-01A,21.383,1108.665,98.400,16.430,17.915,143.950,595.077,42.649,20.624,207.329,66.571,11.303,60.983
TCGA-CN-5370-01A,10.665,603.756,114.686,13.994,17.541,178.628,1366.337,20.261,20.791,109.311,59.017,14.929,134.256
TCGA-CN-6024-01A,4.985,260.517,8.926,1.000,2.578,54.134,38.033,6.246,1.000,148.632,1.748,1.000,271.320
TCGA-CR-7397-01A,4.921,841.088,51.223,5.424,13.970,130.908,205.010,56.049,3.091,204.795,15.427,2.358,72.451
TCGA-QK-AA3J-01A,37.653,83.641,8.688,4.088,2.178,67.452,44.918,31.998,1.814,50.268,38.522,1.000,2075.649
TCGA-BA-A6DI-01A,15.514,188.484,17.370,3.367,2.162,58.400,34.094,7.839,1.000,17.247,8.428,1.000,1522.654
TCGA-CV-5443-01A,185.348,208.532,82.377,36.772,20.458,85.348,751.016,34.655,6.861,194.378,266.398,5.352,2090.286
TCGA-P3-A5Q5-01A,46.915,75.498,72.091,69.552,33.406,32.046,1339.285,14.420,2.295,18.165,262.774,5.898,801.240
TCGA-CN-A498-01A,26.534,383.176,20.445,7.033,5.761,41.373,101.422,16.082,1.000,31.019,17.056,1.015,439.362
TCGA-CX-7082-01A,7.497,291.806,24.964,10.001,4.619,110.049,227.333,11.877,4.435,59.906,45.907,3.366,3738.193
TCGA-CV-7432-01A,3.984,79.068,16.012,1.000,1.015,47.486,87.272,12.073,1.280,32.957,5.185,1.000,78.847
TCGA-CV-7248-01A,117.258,304.050,40.159,12.794,12.140,200.350,193.053,22.729,6.098,135.824,80.639,3.046,1666.378
TCGA-KU-A66T-01A,3.387,171.945,42.037,1.000,1.000,19.702,30.075,2.924,1.000,67.010,1.633,1.068,206.514
TCGA-P3-A5Q6-01A,6.020,884.087,21.347,1.000,2.079,57.503,163.202,29.004,1.000,253.149,3.072,1.000,687.367
TCGA-CN-5374-01A,65.105,62.725,49.696,24.948,21.717,57.063,177.318,29.671,1.000,36.451,135.504,1.491,1832.191
TCGA-CQ-A4CI-01A,5.078,425.110,7.892,1.312,1.000,175.353,50.486,15.291,1.083,123.822,5.883,1.000,906.841
TCGA-BB-4224-01A,2.318,27.025,8.707,1.640,8.469,22.352,87.768,8.421,1.000,47.191,5.849,1.609,22.525
TCGA-CN-6997-01A,9.964,237.307,16.817,1.536,3.875,75.373,110.008,48.984,2.217,98.074,10.419,1.187,2211.022
TCGA-CV-7101-01A,127.370,205.114,41.105,5.719,9.694,94.024,277.245,29.688,7.735,61.220,42.587,2.292,1742.426
TCGA-CV-6937-01A,3.994,267.149,22.883,1.349,2.836,31.109,178.933,6.223,1.000,206.290,6.949,3.320,474.674
TCGA-CQ-5326-01A,3.557,207.243,49.436,3.408,3.773,46.591,406.038,27.620,18.512,46.310,12.985,14.531,577.295
TCGA-P3-A6SX-01A,4.949,204.553,6.259,1.480,1.000,56.715,23.240,12.375,1.000,46.450,4.492,1.000,69.278
TCGA-D6-A6EQ-01A,13.331,298.260,17.174,5.098,6.087,52.496,194.225,52.083,1.758,113.862,40.794,1.718,71.849
TCGA-CN-6995-01A,7.312,153.477,37.318,25.768,7.999,46.890,561.070,4.106,1.079,40.204,115.394,2.117,807.996
TCGA-D6-A6EO-01A,10.897,118.832,8.727,1.458,1.786,93.690,35.749,3.011,3.964,49.161,10.728,2.201,1005.064
TCGA-KU-A6H8-01A,5.941,260.182,9.365,16.592,10.462,53.799,115.081,29.487,1.392,59.707,50.227,1.000,24.412
TCGA-CN-6010-01A,52.660,310.275,33.261,7.650,7.302,145.739,168.163,48.082,1.774,64.625,27.870,1.549,1473.611
TCGA-BA-A8YP-01A,17.751,764.092,30.193,1.000,3.250,130.249,329.687,7.953,4.872,280.557,3.385,1.571,2717.153
TCGA-CV-6936-01A,27.734,128.710,16.253,17.325,2.727,65.884,188.875,15.188,2.599,75.962,55.985,1.457,78.375
TCGA-D6-A4ZB-01A,62.852,453.306,17.554,4.924,2.260,57.120,101.389,22.166,3.449,97.993,12.564,9.739,292.199
TCGA-QK-A6IG-01A,12.390,195.961,36.303,11.564,2.825,54.237,241.713,9.502,5.002,220.977,52.335,8.142,845.716
TCGA-UF-A7JD-01A,32.852,1442.745,30.491,2.819,2.910,127.357,131.854,14.556,11.108,929.078,10.233,4.979,727.468
TCGA-QK-A6IJ-01A,6.616,57.342,10.824,1.070,4.519,26.819,175.638,21.850,1.731,210.173,12.170,5.617,897.999
TCGA-HD-8635-01A,11.058,279.423,26.985,7.251,7.310,46.240,113.592,20.273,10.851,50.161,27.729,5.282,75.005
TCGA-CV-7250-01A,12.504,54.275,16.563,7.406,2.548,42.840,166.531,16.780,3.312,29.985,30.434,3.800,558.426
TCGA-CR-6487-01A,161.469,156.963,129.545,151.599,39.035,183.626,1384.374,142.410,4.475,41.425,570.105,6.416,3014.260
TCGA-CN-6018-01A,49.690,752.952,97.892,10.899,5.465,171.363,660.353,5.730,23.369,114.109,51.759,15.153,204.069
TCGA-CR-6484-01A,71.402,521.470,107.630,20.104,19.465,101.774,850.710,48.407,3.735,99.669,70.867,8.113,34.489
TCGA-CR-7382-01A,19.768,1675.702,147.380,20.696,38.022,363.572,859.101,48.108,32.093,200.601,94.343,33.001,235.914
TCGA-CN-4726-01A,2.656,158.373,31.540,1.224,4.645,25.074,101.912,11.500,4.614,60.417,7.627,19.701,42.440
TCGA-BB-A5HY-01A,9.605,176.953,57.765,1.468,1.171,36.507,61.173,2.187,1.000,227.470,3.535,1.049,416.904
TCGA-CV-A45R-01A,5.601,307.909,21.378,6.456,7.266,76.419,301.678,52.836,1.000,80.284,29.296,1.272,61.615
TCGA-P3-A6T4-01A,8.478,128.420,19.849,5.102,3.021,34.378,70.069,15.075,1.000,41.103,7.282,4.159,180.668
TCGA-CV-6962-01A,3.008,58.008,5.917,1.205,1.000,131.530,60.579,6.765,2.331,69.283,6.671,1.000,1172.418
TCGA-MT-A51W-01A,3.336,62.521,22.801,7.114,3.778,34.541,84.106,5.149,1.206,12.064,28.176,1.732,105.642
TCGA-CQ-7068-01A,6.596,151.855,40.133,48.063,9.517,36.486,743.721,8.330,2.020,13.547,238.076,2.211,63.876
TCGA-4P-AA8J-01A,42.685,971.202,44.799,5.330,6.848,98.116,362.815,49.706,2.079,678.094,33.588,1.936,1333.148
TCGA-CV-A45P-01A,4.079,64.852,6.671,2.359,2.483,39.732,30.844,8.846,1.000,27.654,10.158,3.041,51.166
TCGA-CV-7429-01A,9.542,560.809,64.925,12.493,3.771,134.859,657.786,7.222,1.860,259.445,58.756,3.787,127.058
TCGA-HD-A633-01A,4.788,147.088,15.279,1.000,1.373,57.222,77.928,10.098,3.622,58.282,4.844,7.167,304.874
TCGA-DQ-5631-01A,15.464,269.285,21.340,1.000,5.098,85.004,60.386,10.316,1.000,395.149,1.563,1.000,629.153
TCGA-CV-5436-01A,18.834,247.941,28.046,5.475,2.368,50.889,116.588,46.678,2.992,54.570,24.274,1.000,62.826
TCGA-DQ-5630-01A,14.115,651.317,43.640,11.490,14.878,66.905,518.890,29.863,1.000,209.319,156.158,2.372,66.479
TCGA-CR-6482-01A,190.299,186.672,153.592,29.091,44.874,202.587,780.415,25.941,4.267,112.313,105.339,5.296,726.129
TCGA-P3-A6T6-01A,8.797,31.753,3.810,1.434,1.330,76.660,24.001,3.047,1.000,45.693,7.948,1.568,817.003
TCGA-DQ-7592-01A,7.938,400.837,42.173,9.154,5.220,62.124,275.126,44.107,3.131,50.251,38.069,3.304,409.737
TCGA-BA-A4II-01A,26.682,213.612,31.878,4.273,3.269,93.373,122.762,7.695,6.941,67.161,20.772,6.564,104.814
TCGA-HL-7533-01A,7.687,116.424,22.625,25.537,5.409,43.328,238.453,4.285,1.338,34.861,145.436,1.000,591.531
TCGA-CV-7435-01A,24.852,987.481,66.608,4.850,5.635,110.415,351.291,32.223,6.372,194.760,14.516,2.357,344.476
TCGA-CV-7446-01A,5.607,218.798,28.562,12.790,5.882,66.461,115.011,6.702,4.271,92.217,20.031,1.149,1197.272
TCGA-BA-6870-01A,121.711,652.567,28.144,1.980,6.189,127.754,56.783,103.352,1.836,49.632,13.958,4.178,131.186
TCGA-MZ-A5BI-01A,184.209,88.292,119.907,24.743,15.473,101.066,445.016,55.464,15.378,55.959,126.476,10.130,470.609
TCGA-CQ-A4CE-01A,10.611,112.889,10.087,8.726,6.068,55.392,55.747,15.741,1.664,17.585,28.213,2.240,30.440
TCGA-CV-A460-01A,48.512,417.802,67.721,13.180,12.802,122.318,421.996,38.196,2.925,85.335,71.954,2.457,1270.559
TCGA-CV-7104-01A,8.073,507.912,91.299,6.587,7.868,70.162,440.217,63.908,4.778,83.967,16.099,3.605,178.896
TCGA-UF-A7JF-01A,13.965,111.881,16.192,1.967,11.035,36.943,295.270,27.024,1.000,65.899,16.051,1.164,1908.009
TCGA-HD-7753-01A,13.839,854.139,51.242,4.727,2.816,73.413,99.254,41.334,1.582,163.844,22.488,4.301,64.884
TCGA-F7-A61S-01A,15.102,197.121,38.050,13.528,3.293,38.379,343.419,10.891,7.340,19.231,71.074,1.116,81.087
TCGA-CQ-A4C9-01A,33.094,477.070,14.135,2.083,4.082,112.374,132.125,32.485,2.151,109.583,9.235,1.950,556.920
TCGA-CQ-A4CA-01A,10.291,294.054,36.054,18.105,12.858,92.248,564.141,24.520,3.834,101.232,68.566,8.671,34.812
TCGA-IQ-A61O-01A,12.242,3681.330,39.740,2.045,3.039,106.059,416.399,7.151,1.868,1038.511,7.646,1.974,262.638
TCGA-CQ-A4CD-01A,11.547,82.907,65.038,5.649,2.175,41.085,481.078,1.129,3.745,18.304,26.419,8.748,204.834
TCGA-CN-A499-01A,14.598,82.741,43.508,31.902,10.405,65.960,327.833,6.237,7.633,23.424,117.894,7.470,591.515
TCGA-CN-6013-01A,25.916,104.707,85.165,22.863,16.182,68.856,831.030,19.100,4.132,44.446,112.692,3.652,14.458
TCGA-CN-5356-01A,38.351,404.618,27.225,5.015,5.712,229.317,125.789,20.479,4.720,108.999,19.281,4.796,246.325
TCGA-CN-6017-01A,160.972,578.156,114.793,73.248,42.070,195.283,1002.825,44.896,28.073,114.444,280.021,6.462,42.295
TCGA-CR-7369-01A,20.156,450.381,47.420,8.945,8.616,92.193,148.116,65.263,2.662,59.738,21.560,2.510,214.518
TCGA-P3-A6T8-01A,6.893,955.787,33.229,1.000,2.408,107.289,41.169,10.376,1.036,206.507,3.051,2.944,276.231
TCGA-F7-A50J-01A,7.721,232.525,21.697,10.410,3.329,32.741,68.082,22.920,4.702,38.398,29.122,1.355,106.954
TCGA-UF-A71D-01A,18.714,80.776,8.622,3.926,2.461,71.555,43.306,11.969,1.725,31.101,13.694,1.249,114.765
TCGA-CV-A464-01A,8.026,805.139,27.639,4.908,13.526,116.051,159.661,31.228,1.000,139.625,20.272,1.578,16.869
TCGA-CV-A6JD-01A,5.218,545.384,54.621,20.570,6.148,26.792,814.339,16.902,3.668,409.187,101.163,1.743,316.487
TCGA-CQ-7071-01A,16.904,270.406,25.848,6.805,4.378,36.388,217.620,15.037,1.568,35.019,31.329,1.218,22.085
TCGA-UF-A7J9-01A,6.044,1163.536,45.577,2.086,4.465,132.094,209.655,4.641,8.010,270.855,19.190,6.590,2313.211
TCGA-CQ-6225-01A,6.842,55.964,5.427,22.384,1.509,23.193,28.386,2.638,1.000,24.714,2.097,1.203,1621.259
TCGA-MT-A51X-01A,6.760,381.948,14.494,3.349,4.776,56.339,57.688,40.669,1.027,65.267,11.342,1.604,31.164
TCGA-BA-5152-01A,15.608,229.138,65.184,14.202,10.334,87.697,389.040,22.205,2.488,35.844,47.289,3.144,179.951
TCGA-CQ-7065-01A,1.806,262.153,3.172,1.000,1.000,36.678,9.477,8.758,1.000,49.576,1.000,1.000,254.753
TCGA-CQ-6229-01A,5.645,245.732,18.250,11.168,4.551,72.517,197.827,34.497,1.000,87.670,35.603,1.000,29.006
TCGA-CN-A63U-01A,5.272,37.825,3.334,1.000,1.000,52.609,16.823,30.054,1.388,71.144,3.204,1.886,3951.891
TCGA-CV-6940-01A,4.731,395.873,22.739,1.668,5.130,50.208,132.208,9.223,1.000,64.317,10.189,1.017,1045.175
TCGA-H7-8501-01A,13.380,172.778,71.088,76.257,12.566,52.945,1260.924,8.321,5.067,37.971,297.800,3.855,263.665
TCGA-QK-A8ZB-01A,94.445,562.925,18.620,2.065,2.865,68.097,64.901,23.055,1.984,135.698,9.001,3.862,672.656
TCGA-CR-6481-01A,170.987,104.702,136.526,60.178,46.773,170.345,1313.698,48.818,4.663,56.368,323.380,5.007,600.858
TCGA-BB-8596-01A,12.980,1175.460,65.009,5.059,20.266,198.350,353.370,36.255,7.628,239.618,20.174,5.139,564.116
TCGA-CR-6493-01A,7.062,111.274,15.989,1.529,1.178,43.017,57.919,2.255,8.134,43.007,6.940,2.152,762.688
TCGA-CV-A6JT-01A,4.615,485.172,14.275,5.545,8.326,37.058,197.686,37.478,1.000,96.209,37.398,1.766,22.803
TCGA-BA-A4IF-01A,8.776,163.502,11.895,1.000,2.832,39.859,45.816,2.359,1.054,80.758,5.403,1.105,429.146
TCGA-CN-4725-01A,2.571,260.196,15.288,1.000,2.191,53.415,29.223,10.011,2.266,31.667,2.655,1.189,121.123
TCGA-WA-A7H4-01A,20.102,539.526,37.251,1.673,10.130,85.891,103.272,20.664,2.355,179.186,9.523,2.841,184.566
TCGA-CV-5441-01A,11.995,123.282,13.262,5.185,3.692,115.229,92.617,22.190,1.019,53.320,31.963,1.312,277.616
TCGA-CR-7367-01A,43.234,1074.565,74.302,13.594,8.268,106.609,302.918,33.141,3.747,174.925,22.915,5.392,98.672
TCGA-CR-5249-01A,135.362,123.943,85.611,29.152,34.538,85.864,200.428,59.190,1.890,49.245,100.784,2.476,1781.296
TCGA-F7-A620-01A,26.485,158.416,36.040,17.333,10.205,38.828,284.794,31.596,7.853,20.430,114.165,2.545,142.411
TCGA-QK-A8Z9-01B,12.605,1015.163,46.567,9.322,6.470,85.314,434.370,18.804,1.000,233.330,36.379,2.100,69.835
TCGA-IQ-7630-01A,3.124,231.003,29.766,4.342,4.221,23.871,324.642,7.450,1.000,78.254,15.715,1.335,77.835
TCGA-CN-4738-01A,18.282,189.674,46.313,16.526,15.069,58.280,295.046,74.575,10.939,27.895,48.868,8.567,1584.844
TCGA-CQ-5331-01A,24.870,201.576,53.361,21.865,19.315,132.402,567.582,13.393,5.822,42.271,91.128,5.433,111.759
TCGA-CV-7418-01A,11.920,67.583,20.612,11.010,5.390,82.250,234.168,32.419,2.625,29.645,48.870,2.152,2313.191
TCGA-D6-6516-01A,5.936,149.992,16.098,14.852,5.130,74.963,190.055,57.354,3.401,22.844,62.026,2.763,43.075
TCGA-CV-5444-01A,12.687,1534.308,78.058,7.899,13.339,140.075,1360.504,24.301,2.242,170.201,52.003,6.345,26.039
TCGA-CN-A6V7-01A,12.497,12.606,12.466,10.454,2.918,20.170,165.759,1.415,1.000,5.308,34.398,1.000,3845.986
