,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-AA-3655-01A,17.106,339.512,28.563,5.657,13.193,72.806,204.132,23.321,1.159,62.023,16.720,2.509,1641.467
TCGA-AA-3989-01A,61.674,283.994,31.570,12.894,9.409,78.407,457.209,6.490,2.366,104.921,72.572,6.363,2829.304
TCGA-5M-AATA-01A,12.025,138.352,22.776,4.249,19.044,138.392,112.840,6.893,1.000,96.239,19.191,2.458,1687.276
TCGA-5M-AAT4-01A,6.539,93.685,4.475,5.684,15.196,45.562,57.607,1.000,1.000,56.705,11.030,2.759,1614.647
TCGA-AA-A02R-01A,16.104,137.253,49.847,21.458,59.081,73.378,1124.299,10.732,2.922,98.284,183.232,4.183,2625.463
TCGA-A6-6649-01A,31.996,425.808,43.676,9.695,26.611,248.123,171.932,58.501,7.154,294.876,24.253,4.550,2658.318
TCGA-A6-3809-01B,4.570,141.122,39.495,4.098,19.905,15.227,47.546,4.752,4.955,23.498,4.803,10.448,222.702
TCGA-AY-4070-01A,54.930,251.567,22.926,10.519,21.106,97.184,131.066,26.932,1.000,254.205,23.057,1.580,2413.513
TCGA-G4-6299-01A,26.207,244.003,46.913,23.288,12.328,73.786,582.390,10.026,2.741,127.442,95.171,2.488,3034.551
TCGA-AA-A02O-01A,15.212,88.452,7.367,1.643,8.976,76.696,73.005,4.460,1.000,41.707,11.509,1.000,2420.792
TCGA-AA-3972-01A,5.054,158.589,9.544,2.543,2.456,41.550,72.223,5.849,2.029,48.386,2.467,4.004,2042.570
TCGA-NH-A50T-01A,6.566,75.098,4.477,1.000,10.860,33.308,20.872,2.675,1.000,53.509,3.064,1.834,1776.289
TCGA-DM-A0XD-01A,9.418,262.993,3.032,1.644,4.571,31.228,40.227,31.144,1.000,53.685,2.792,1.000,2453.127
TCGA-AU-6004-01A,18.126,499.741,49.698,6.043,29.737,79.083,340.325,9.382,3.271,124.577,24.536,6.061,2910.842
TCGA-AA-3841-01A,35.637,232.533,22.136,8.011,17.583,141.610,296.471,62.806,4.083,87.402,20.582,4.390,2083.315
TCGA-DM-A28E-01A,6.139,32.787,5.506,1.000,13.564,38.682,27.171,3.757,1.000,60.104,2.472,1.000,2094.657
TCGA-AA-A00E-01A,36.548,170.544,38.384,6.599,24.578,66.519,464.223,18.430,3.719,43.648,48.253,3.373,2126.848
TCGA-AA-3514-01A,7.653,151.339,15.279,5.967,22.170,575.010,339.455,38.675,1.817,243.849,13.523,1.045,1830.269
TCGA-AA-A01F-01A,4.480,30.918,3.615,1.000,6.406,19.669,21.121,1.000,1.000,12.732,5.010,1.000,1563.307
TCGA-A6-5665-01B,8.945,244.698,38.624,3.123,5.720,67.260,53.155,19.648,10.107,78.458,13.769,19.339,779.873
TCGA-G4-6315-01A,13.554,42.014,7.003,2.337,23.870,127.254,30.584,9.884,1.000,33.226,7.794,1.000,2162.807
TCGA-F4-6459-01A,12.865,226.392,26.511,14.051,26.494,125.094,244.784,52.873,2.057,627.933,15.791,2.268,1887.151
TCGA-D5-6926-01A,19.868,1002.453,32.368,5.701,12.153,132.015,234.832,10.144,11.979,353.693,27.594,14.076,2713.053
TCGA-CK-6747-01A,13.728,167.649,22.920,3.955,13.772,102.500,150.556,3.011,1.000,71.428,20.500,1.219,2158.467
TCGA-DM-A1D8-01A,5.877,75.661,2.810,4.888,6.848,25.012,22.689,1.106,1.000,30.895,12.638,1.000,1189.661
TCGA-AA-3858-01A,25.582,295.659,18.756,3.689,17.023,73.204,220.383,31.877,1.346,136.524,22.539,2.962,1544.601
TCGA-AA-3522-01A,27.465,58.406,21.129,7.856,20.222,23.893,108.978,28.145,1.000,35.112,15.791,1.492,2605.932
TCGA-G4-6314-01A,11.703,620.764,29.265,3.782,8.393,135.131,200.431,17.114,2.146,994.031,10.627,1.488,1561.311
TCGA-AA-3544-01A,30.819,252.451,41.753,8.392,38.021,126.786,698.924,78.674,4.063,120.674,88.687,3.113,2257.589
TCGA-NH-A6GA-01A,17.001,204.881,22.132,14.544,40.381,96.635,145.560,17.700,1.000,93.075,22.217,2.426,3972.905
TCGA-D5-6537-01A,7.865,84.187,12.905,10.543,25.198,27.371,44.337,9.849,3.013,42.408,19.798,9.449,4100.832
TCGA-AZ-4684-01A,24.273,374.392,28.088,4.130,38.687,106.907,157.717,26.789,4.438,92.119,21.966,5.275,2981.248
TCGA-G4-6302-01A,18.356,848.635,30.127,8.424,17.596,236.926,363.352,22.469,4.044,2453.073,25.936,3.270,1700.298
TCGA-AA-3862-01A,11.539,148.181,18.681,13.688,24.246,36.378,223.648,81.865,1.762,39.455,31.705,6.229,1609.611
TCGA-A6-2685-01A,24.288,470.924,43.582,4.534,30.370,155.661,532.611,48.973,5.582,1013.137,16.421,11.521,2380.287
TCGA-AA-3712-01A,7.509,414.880,23.522,4.101,15.739,94.647,164.766,8.994,1.000,137.747,20.361,4.940,2471.503
TCGA-AA-3562-01A,33.421,257.712,24.928,2.724,21.568,79.160,236.200,45.255,1.739,133.550,16.450,3.142,3245.970
TCGA-AA-3846-01A,18.933,116.951,22.887,4.305,27.272,28.955,140.440,16.958,1.032,46.689,10.665,3.272,2104.999
TCGA-A6-A565-01A,55.417,418.797,115.829,21.137,19.331,201.253,173.085,52.136,4.182,120.826,19.564,7.500,2245.905
TCGA-AU-3779-01A,34.827,310.832,53.193,13.430,9.528,48.130,223.465,15.566,2.393,98.287,14.775,8.926,2369.268
TCGA-A6-2684-01A,12.986,295.114,33.509,4.889,20.840,152.785,425.353,31.599,7.156,445.525,24.900,3.783,2053.809
TCGA-AA-3561-01A,9.460,43.603,8.497,1.399,7.575,28.878,125.931,2.069,1.000,90.673,7.872,3.065,955.762
TCGA-CM-5341-01A,4.704,180.724,28.589,4.674,24.347,31.505,347.991,6.918,4.213,116.383,16.220,4.810,1479.121
TCGA-A6-2683-01A,6.297,36.739,4.466,1.000,6.133,228.731,112.215,4.620,1.000,25.037,2.075,1.000,1995.167
TCGA-AA-A004-01A,51.198,122.077,12.189,3.744,34.877,538.780,294.577,34.314,1.000,196.174,38.149,1.353,1719.569
TCGA-AA-3529-01A,10.419,112.544,13.983,9.054,28.211,44.569,113.327,52.213,1.813,86.544,5.728,4.924,3569.230
TCGA-AA-3861-01A,67.037,30.910,24.384,7.511,14.954,34.969,230.995,14.934,1.000,19.613,30.662,1.852,2319.685
TCGA-AA-3844-01A,9.713,69.906,19.021,1.987,19.285,41.442,79.465,6.697,1.186,39.613,13.691,2.632,1986.447
TCGA-AA-3952-01A,10.573,190.158,8.158,1.803,4.105,63.395,207.658,10.800,1.393,158.224,7.612,5.566,1450.013
TCGA-D5-5537-01A,22.336,288.848,14.019,5.808,14.822,41.269,83.758,6.523,1.000,159.335,4.122,1.000,3050.913
TCGA-AA-3837-01A,21.223,275.746,15.682,5.792,13.327,62.980,125.394,21.456,1.000,133.781,16.137,1.000,2782.488
TCGA-AA-3511-01A,7.598,409.686,13.343,2.495,10.750,91.628,96.346,16.406,1.407,156.100,10.039,2.855,1678.192
TCGA-D5-6922-01A,12.024,435.392,30.973,7.946,43.508,102.765,212.303,28.140,3.258,529.966,23.890,7.324,1754.140
TCGA-AA-3556-01A,18.522,132.140,28.819,5.213,14.642,48.179,194.658,26.299,1.389,42.130,21.632,7.099,2960.772
TCGA-CM-6674-01A,15.409,438.604,21.285,13.195,51.335,87.964,205.365,23.984,3.085,261.017,35.456,1.492,2918.753
TCGA-AA-3939-01A,25.478,115.869,11.736,4.515,13.654,29.996,147.957,29.815,1.644,74.023,19.838,3.382,2564.670
TCGA-AA-A00K-01A,14.326,116.639,14.168,3.364,14.340,75.050,95.622,29.899,1.000,192.951,14.073,1.000,2790.413
TCGA-DM-A28A-01A,7.681,426.876,8.295,4.886,17.537,79.050,149.633,8.635,1.000,142.952,15.148,1.000,2976.766
TCGA-CK-5914-01A,8.040,288.698,11.939,15.470,31.134,57.993,95.557,2.432,1.458,87.514,33.706,1.000,2536.965
TCGA-G4-6320-01A,16.793,50.576,7.373,2.108,10.301,21.999,40.921,1.959,1.000,26.334,11.092,1.000,2546.271
TCGA-A6-A5ZU-01A,13.629,127.022,19.745,3.192,8.036,50.784,127.278,41.168,1.029,116.687,21.896,1.744,1489.783
TCGA-AA-3495-01A,28.829,101.395,23.522,8.013,25.668,59.228,149.456,30.236,1.762,76.375,17.186,4.131,1836.180
TCGA-QL-A97D-01A,23.053,53.220,26.044,11.384,10.194,49.521,94.970,10.061,1.000,31.718,31.142,1.300,1591.568
TCGA-CM-5868-01A,9.915,145.808,8.280,2.868,19.850,62.862,88.907,6.446,1.000,215.784,4.268,1.000,1969.385
TCGA-AA-3534-01A,13.340,182.780,23.309,9.666,26.981,51.973,118.682,18.393,1.130,98.367,9.999,2.925,2920.605
TCGA-AA-3693-01A,8.031,41.024,12.107,5.913,8.059,30.931,83.027,3.062,1.000,250.809,12.140,1.004,1876.727
TCGA-AA-A02J-01A,7.256,43.012,2.769,1.000,17.228,33.666,23.626,1.000,1.000,40.590,3.792,1.000,1981.131
TCGA-D5-5541-01A,19.721,210.866,46.542,13.765,37.087,79.810,290.843,11.298,4.436,144.116,26.566,5.090,2110.210
TCGA-AA-3860-01A,42.596,341.108,40.815,8.735,14.347,80.507,243.637,38.394,1.480,134.029,35.321,4.973,2141.207
TCGA-A6-5657-01A,67.510,524.216,33.594,9.002,33.118,137.744,87.465,29.159,1.525,653.468,24.265,2.406,2293.285
TCGA-AA-3812-01A,15.347,229.757,18.217,7.798,12.160,180.530,353.211,28.540,9.584,362.325,8.144,2.479,3461.305
TCGA-DM-A1D4-01A,8.102,14.060,3.943,2.117,6.504,24.090,16.457,1.875,1.000,13.364,7.727,1.000,1309.183
TCGA-AA-3854-01A,13.175,74.399,18.124,2.505,11.847,34.310,145.734,18.950,1.000,38.509,10.741,2.030,1636.815
TCGA-CK-4950-01A,49.922,157.370,29.852,10.767,18.266,92.924,200.857,90.590,1.022,93.091,36.191,8.946,3368.543
TCGA-D5-6541-01A,14.445,358.157,23.206,10.493,12.649,50.266,270.320,7.124,1.840,184.723,27.950,10.129,1598.185
TCGA-QG-A5YV-01A,11.673,96.109,13.858,4.034,16.710,53.759,84.309,1.927,1.000,56.044,11.355,1.364,1910.733
TCGA-AD-6901-01A,8.977,577.880,32.808,10.065,25.742,109.405,423.098,44.569,4.429,353.564,51.615,3.423,2764.597
TCGA-AA-3526-01A,15.756,185.612,20.624,16.239,31.220,38.599,172.231,6.947,1.532,177.741,32.994,6.995,1628.609
TCGA-DM-A1HA-01A,10.506,7.354,2.342,5.884,1.345,29.930,66.026,1.968,1.000,23.050,22.453,1.000,3411.924
TCGA-AA-A02W-01A,10.298,93.856,11.805,13.756,20.883,34.257,86.060,12.400,1.000,74.013,9.287,1.000,2138.315
TCGA-AA-A00F-01A,13.920,387.817,11.177,1.958,10.168,76.214,75.387,21.841,1.000,79.754,8.995,1.383,1964.261
TCGA-AA-A02Y-01A,5.785,5.947,6.032,7.964,10.299,13.820,53.871,3.890,1.000,11.187,31.154,1.000,2584.851
TCGA-A6-6780-01B,7.738,69.667,44.790,8.476,12.089,17.163,111.681,4.387,4.180,22.305,11.388,23.820,379.628
TCGA-AA-3525-01A,53.350,68.869,12.494,5.271,26.109,40.922,161.519,45.021,1.604,58.549,24.784,6.511,1759.366
TCGA-A6-6650-01A.1,14.277,48.851,20.434,1.768,17.132,52.576,83.160,4.926,1.665,48.114,2.560,1.726,3271.781
TCGA-CM-4752-01A,19.391,242.562,23.291,4.079,19.550,92.141,337.317,36.264,1.659,131.800,23.014,3.063,2012.213
TCGA-A6-3809-01A,14.931,253.276,50.784,12.723,58.009,37.166,597.357,16.828,4.859,47.516,73.505,10.469,3122.927
TCGA-CM-6680-01A,21.188,377.222,45.365,7.298,15.212,84.727,268.714,25.072,1.895,154.596,31.099,1.856,1407.055
TCGA-AD-A5EK-01A,9.208,229.965,12.250,3.385,14.980,82.643,69.657,5.046,1.000,71.376,6.169,1.000,2057.377
TCGA-A6-2682-01A,17.667,288.183,21.038,4.371,9.188,100.673,146.996,63.303,5.906,262.066,10.315,10.954,2483.090
TCGA-CM-6164-01A,14.935,157.329,14.856,14.478,22.603,103.440,105.383,17.007,2.116,259.261,36.701,3.743,2350.457
TCGA-DM-A28H-01A,13.762,28.406,6.013,3.994,30.074,50.653,60.322,8.929,1.000,54.598,3.378,1.000,2070.782
TCGA-D5-6898-01A,12.822,231.359,45.225,8.757,62.333,104.341,249.765,13.284,6.607,360.607,14.322,7.746,1581.304
TCGA-A6-3808-01A,17.404,464.486,35.773,9.968,26.214,90.879,348.819,86.848,12.053,654.832,25.437,18.212,1807.339
TCGA-A6-6780-01A,13.049,44.992,50.138,13.370,19.648,56.288,1035.836,5.734,1.538,27.819,90.868,9.455,1551.004
TCGA-AA-3662-01A,16.233,219.859,23.553,8.683,20.487,64.908,282.706,20.514,5.408,58.242,33.587,10.847,1552.264
TCGA-CM-5864-01A,9.864,114.488,17.418,4.120,15.202,76.762,74.260,13.944,1.000,50.039,9.747,1.000,1755.368
TCGA-NH-A6GB-01A,21.571,102.960,15.941,4.154,6.621,51.959,87.919,6.015,1.308,32.666,20.687,8.386,2370.882
TCGA-NH-A8F8-01A,10.930,178.099,10.029,1.672,6.477,54.148,118.640,14.538,1.439,295.157,18.964,2.063,2539.537
TCGA-CM-6677-01A,37.168,518.453,25.495,6.171,30.002,144.330,144.120,56.738,2.129,117.928,22.508,2.381,1435.679
TCGA-AA-3949-01A,41.406,195.134,42.558,25.883,26.915,50.876,631.813,16.697,5.747,198.817,143.485,47.399,2567.589
TCGA-DM-A1D9-01A,4.260,105.907,6.117,1.139,11.133,26.038,37.645,2.320,1.000,39.140,4.183,1.000,1757.382
TCGA-D5-6930-01A,63.365,546.698,30.494,29.024,22.313,101.525,249.368,36.397,3.832,156.870,60.767,1.858,1762.008
TCGA-AA-3980-01A,6.772,88.658,27.076,18.400,60.068,58.037,271.998,7.488,1.000,45.355,67.062,18.408,839.208
TCGA-CA-5797-01A,7.636,297.283,18.643,31.375,49.172,119.164,128.930,20.484,1.000,244.671,20.289,1.166,2738.459
TCGA-AA-3494-01A,11.056,114.167,18.761,6.529,20.781,69.354,90.331,16.783,2.210,86.548,6.203,7.414,3063.299
TCGA-D5-6531-01A,11.790,176.796,21.770,9.103,16.669,65.419,257.521,9.961,1.428,98.790,44.919,2.048,2483.304
TCGA-AZ-4615-01A,5.826,208.940,23.717,32.550,36.467,27.695,409.206,7.401,1.454,108.640,162.660,1.550,3139.003
TCGA-A6-5656-01B,5.525,402.372,68.307,4.976,25.102,18.114,51.553,2.638,5.477,112.740,4.268,10.078,615.630
TCGA-A6-2684-01A.1,12.986,295.114,33.509,4.889,20.840,152.785,425.353,31.599,7.156,445.525,24.900,3.783,2053.809
TCGA-CM-4743-01A,14.593,40.451,6.895,6.397,15.202,63.234,50.318,1.000,1.000,64.328,27.620,2.955,4328.430
TCGA-AA-A01K-01A,20.768,303.062,14.173,6.338,16.845,64.916,129.720,12.177,1.269,155.657,19.264,4.209,2281.235
TCGA-NH-A50U-01A,5.969,59.151,8.658,2.843,20.151,63.006,112.754,10.974,1.000,92.883,7.625,1.064,2811.059
TCGA-D5-6928-01A,147.263,1060.639,151.612,132.510,68.911,189.019,1190.787,33.979,11.895,227.277,426.518,97.618,3242.547
TCGA-DM-A28K-01A,23.322,46.750,7.879,1.171,4.774,73.264,72.160,1.000,1.000,53.582,4.634,1.000,2186.641
TCGA-AY-6196-01A,128.810,698.476,151.979,36.810,53.371,336.688,1318.792,12.125,31.700,549.661,127.083,8.399,435.708
TCGA-CM-5344-01A,8.522,335.523,9.340,4.951,3.131,77.599,84.978,10.181,1.000,254.868,8.834,1.000,3685.025
TCGA-G4-6309-01A,18.440,82.419,11.200,13.949,23.023,41.537,100.540,11.327,1.000,64.242,23.376,1.000,2391.845
TCGA-CM-6165-01A,9.863,237.627,39.425,5.615,30.696,93.981,179.218,17.269,3.333,177.318,14.153,3.263,1867.153
TCGA-AY-5543-01A,10.023,44.191,15.614,4.998,14.908,35.410,77.408,5.736,1.000,19.594,20.266,1.000,2190.659
TCGA-CM-6167-01A,26.317,1494.783,37.899,6.824,20.785,328.302,306.296,135.705,4.017,2336.686,41.034,2.338,953.959
TCGA-AA-3664-01A,10.117,57.003,14.292,4.190,16.831,30.141,103.282,9.221,1.069,33.474,15.863,3.805,1479.606
TCGA-AZ-4313-01A,13.411,76.090,2.671,10.518,5.265,82.615,45.414,14.572,1.000,65.347,17.189,1.229,2711.744
TCGA-AA-3530-01A,33.464,70.802,29.459,10.847,22.668,26.957,199.346,13.715,1.000,49.610,16.696,1.509,1628.841
TCGA-AA-3877-01A,18.385,432.566,27.612,14.726,21.398,66.938,267.104,11.739,6.159,178.880,34.040,34.472,1580.532
TCGA-D5-6535-01A,18.261,291.241,31.057,4.472,22.863,83.705,160.266,7.191,1.045,34.553,20.033,5.909,1964.657
TCGA-CM-6678-01A,6.335,142.169,7.892,3.695,6.991,56.353,34.447,9.624,1.000,84.879,2.523,1.000,2515.906
TCGA-CM-4746-01A,15.680,40.837,2.300,5.629,10.929,45.496,38.381,1.000,1.000,53.064,17.537,1.000,1791.654
TCGA-A6-6652-01A,4.801,109.502,7.968,3.737,13.224,57.305,22.112,1.000,1.000,77.977,3.345,1.311,1806.121
TCGA-A6-6781-01A.1,12.874,1118.813,87.737,15.024,24.354,107.432,405.339,8.381,28.151,212.190,39.242,20.663,1144.285
TCGA-AA-A01Q-01A,3.810,17.231,8.517,4.654,6.816,31.746,117.368,2.210,1.000,15.200,23.663,1.910,1088.289
TCGA-A6-5661-01A,18.330,181.606,20.615,3.915,19.263,41.888,97.984,18.799,1.261,56.515,13.778,1.070,3423.098
TCGA-5M-AATE-01A,11.015,90.366,10.202,5.674,8.021,41.690,47.243,9.409,1.000,60.605,5.212,1.000,1297.218
TCGA-DM-A1D0-01A,1.630,14.387,2.110,1.000,18.076,20.683,15.257,1.000,1.000,24.660,1.000,1.000,1835.212
TCGA-AA-3681-01A,35.131,110.775,31.317,7.774,17.795,57.942,223.507,12.635,2.993,58.406,36.660,7.904,3899.500
TCGA-D5-5538-01A,24.002,235.151,57.438,10.396,19.778,73.782,455.442,5.314,6.817,186.625,21.417,10.166,2226.190
TCGA-AA-3870-01A,27.214,399.575,28.783,6.260,20.044,106.928,473.459,73.701,1.898,240.139,23.341,3.642,1898.876
TCGA-CM-6679-01A,53.796,786.141,32.946,4.527,16.461,93.507,144.939,23.703,2.743,336.678,17.854,4.399,1756.153
TCGA-T9-A92H-01A,6.687,54.348,6.189,2.286,8.988,34.795,50.474,2.595,1.000,40.379,11.638,1.000,2730.309
TCGA-A6-3809-01A.1,14.931,253.276,50.784,12.723,58.009,37.166,597.357,16.828,4.859,47.516,73.505,10.469,3122.927
TCGA-AA-3818-01A,11.258,82.231,13.436,9.255,14.882,35.013,137.426,5.662,1.000,81.831,30.109,1.599,3030.186
TCGA-CA-5254-01A,33.797,226.006,9.222,4.304,15.798,39.234,92.230,62.569,1.000,125.591,14.101,1.163,3016.004
TCGA-AA-3672-01A,26.247,165.191,22.601,23.438,27.493,179.480,728.815,7.570,3.461,95.172,125.466,12.809,2161.752
TCGA-AD-5900-01A,27.129,403.868,30.443,16.915,29.027,69.377,333.606,27.469,1.950,323.367,65.637,1.809,4918.171
TCGA-CA-6719-01A,14.119,350.979,33.494,9.539,19.857,142.623,317.452,4.689,3.189,374.674,31.091,4.568,2654.806
TCGA-A6-6654-01A,20.609,1133.775,99.862,12.585,25.564,173.876,763.181,92.788,15.380,540.433,57.870,12.057,1815.071
TCGA-CM-6161-01A,13.970,223.193,48.824,13.989,73.145,56.783,200.364,11.207,1.079,97.483,20.417,3.919,1841.652
TCGA-AA-3814-01A,20.169,417.056,40.095,15.098,20.376,46.080,376.616,27.358,2.687,188.109,29.039,17.051,2691.497
TCGA-AA-3697-01A,23.071,86.274,23.091,8.303,36.888,58.590,151.512,34.983,2.514,84.910,15.956,4.517,2180.854
TCGA-AA-3532-01A,36.607,319.135,44.293,6.891,38.541,54.953,338.025,34.859,2.919,133.898,28.683,10.264,1952.236
TCGA-AZ-6606-01A,5.962,47.982,8.881,1.455,9.125,59.180,45.028,3.494,1.000,29.269,4.559,1.000,1912.862
TCGA-CK-4947-01B,33.079,358.114,47.845,14.027,27.484,66.277,271.806,32.664,1.763,90.726,24.548,5.217,2093.064
TCGA-A6-2674-01A,34.742,969.491,109.442,5.356,15.743,110.264,396.449,6.752,21.256,126.131,20.432,113.242,1995.314
TCGA-CA-6716-01A,5.909,233.297,10.595,1.000,5.312,63.852,47.267,3.133,1.000,157.295,2.477,1.000,1287.634
TCGA-NH-A6GC-01A,33.318,390.608,10.050,3.118,2.298,41.260,71.602,2.113,1.000,228.298,8.023,1.000,1468.080
TCGA-AA-3848-01A,15.335,82.300,8.520,3.008,8.210,140.570,140.740,21.940,1.000,46.554,9.292,1.358,1334.921
TCGA-AA-3684-01A,32.359,528.199,30.080,8.501,25.397,337.056,628.326,172.607,3.227,315.989,24.311,10.603,2150.483
TCGA-F4-6807-01A,34.035,744.794,60.205,23.250,24.675,131.602,343.785,43.307,5.356,432.787,73.592,7.948,1169.596
TCGA-AA-3875-01A,24.627,230.696,19.499,9.722,38.980,36.391,157.472,45.689,1.000,73.058,23.054,49.890,1993.205
TCGA-G4-6297-01A,14.638,1147.546,35.945,8.481,10.477,135.641,235.140,33.005,3.335,256.968,24.432,6.985,3125.705
TCGA-A6-5660-01A,7.497,295.741,27.094,2.274,24.990,55.318,129.297,14.577,1.000,181.153,4.933,4.241,2852.743
TCGA-AZ-6607-01A,15.453,1782.586,47.823,11.294,9.611,103.301,280.397,48.155,4.736,373.909,52.403,3.247,3396.261
TCGA-AZ-4308-01A,12.959,279.479,6.831,1.981,11.949,294.322,177.058,17.300,1.341,283.184,23.380,1.991,1716.432
TCGA-AA-3524-01A,15.590,119.799,11.911,11.527,33.448,25.850,95.704,10.021,1.000,77.701,18.607,3.971,3351.180
TCGA-AA-3975-01A,16.571,183.029,24.664,2.551,14.843,96.231,191.297,53.136,2.140,86.586,17.874,3.824,1743.489
TCGA-AA-3666-01A,13.268,84.836,25.894,7.094,36.869,53.319,228.402,6.723,2.808,64.786,14.054,8.534,2149.549
TCGA-AA-3872-01A,12.769,458.042,31.103,5.568,23.539,137.920,300.132,66.931,4.841,521.072,23.384,4.087,3034.445
TCGA-AA-3979-01A,4.596,47.289,4.529,1.000,49.583,23.394,60.622,4.495,1.000,29.105,4.275,3.951,2281.525
TCGA-CM-6168-01A,22.529,810.246,61.108,5.407,26.876,141.468,344.074,100.139,5.070,409.291,15.784,23.869,2132.171
TCGA-G4-6588-01A,12.094,176.403,20.466,4.295,20.012,66.099,139.913,7.724,4.369,83.910,20.281,6.593,2496.935
TCGA-CM-5348-01A,4.563,408.891,60.494,3.167,52.902,86.060,339.082,38.111,8.874,448.409,9.360,8.447,1603.380
TCGA-AA-3553-01A,23.704,264.447,29.422,13.835,58.803,79.837,253.074,22.854,1.709,155.000,22.341,7.185,2515.837
TCGA-AA-3833-01A,30.786,388.508,26.232,13.309,11.724,83.796,240.485,71.760,3.791,201.278,56.014,11.198,3163.596
TCGA-G4-6295-01A,35.844,119.050,38.729,28.431,45.636,64.340,284.416,19.802,2.075,41.184,85.728,3.281,2192.606
TCGA-A6-2677-01A,9.897,38.147,11.638,2.889,25.498,34.829,61.519,5.381,1.000,43.352,6.999,1.000,2071.662
TCGA-AA-3867-01A,21.096,450.123,22.049,5.766,26.514,87.517,275.290,19.884,2.386,340.290,13.270,2.086,2453.688
TCGA-AA-A00N-01A,7.244,503.950,30.887,3.142,9.700,113.572,196.468,7.432,10.970,180.624,16.588,9.520,2131.687
TCGA-CK-5915-01A,3.121,71.387,12.565,1.000,10.286,60.631,45.149,1.000,1.000,43.148,1.000,1.000,2192.292
TCGA-AA-3520-01A,22.182,384.623,31.861,5.860,17.222,100.857,308.044,47.524,1.794,187.407,12.928,5.479,2056.339
TCGA-A6-5665-01A,15.358,71.001,14.676,14.556,11.193,22.477,126.793,5.463,1.047,27.228,57.363,1.552,2835.147
TCGA-G4-6303-01A,16.721,308.622,30.258,10.891,21.804,102.344,119.573,9.104,5.474,223.771,9.201,5.629,1756.137
TCGA-AA-A03F-01A,38.073,58.780,10.242,1.729,6.043,80.934,73.569,14.812,1.000,51.880,11.345,1.000,3151.594
TCGA-DM-A1DB-01A,8.066,31.841,10.753,25.136,26.160,56.391,56.254,3.180,1.000,44.916,25.634,1.000,2295.706
TCGA-CM-6170-01A,15.040,515.956,32.438,3.161,21.904,70.724,146.188,32.527,6.027,87.144,14.290,8.436,2022.876
TCGA-A6-2680-01A,17.354,165.412,25.919,2.411,20.377,157.291,248.217,14.938,3.289,115.053,7.334,3.471,2335.547
TCGA-QG-A5YW-01A,29.638,106.238,31.651,2.332,7.316,70.138,184.608,23.554,1.000,65.303,16.258,1.467,1784.539
TCGA-AA-A024-01A,3.465,49.325,4.602,3.432,3.073,24.299,42.757,1.883,1.000,17.515,5.517,1.000,2240.979
TCGA-DM-A285-01A,7.015,375.589,4.842,1.669,22.937,57.832,59.901,3.184,1.000,219.305,2.272,1.000,1801.503
TCGA-QG-A5YX-01A,7.454,38.346,9.759,4.471,14.531,42.032,33.101,4.448,1.000,26.062,2.802,1.000,2990.152
TCGA-AA-A017-01A,11.566,176.726,8.563,1.648,6.347,61.701,57.193,3.136,2.922,126.986,6.645,6.914,1778.530
TCGA-AA-3509-01A,11.611,106.462,24.789,5.745,13.630,58.913,192.502,10.478,4.513,84.012,14.435,6.005,1584.781
TCGA-D5-6920-01A,46.609,144.440,33.261,5.300,22.419,103.116,157.384,38.745,3.593,63.942,27.536,10.084,2144.482
TCGA-D5-6534-01A,35.952,2039.383,151.821,15.096,78.710,198.052,1004.200,89.471,13.883,420.536,58.275,15.862,2280.493
TCGA-A6-5661-01B,6.581,162.319,35.583,4.034,4.605,42.768,38.337,37.826,1.000,23.363,7.322,5.133,131.046
TCGA-AA-3496-01A,38.016,474.836,57.179,9.307,13.641,163.576,438.237,17.773,3.888,142.024,34.413,14.503,1437.126
TCGA-AA-A02K-01A,5.505,71.149,4.278,1.853,22.057,40.378,93.558,3.600,1.000,48.364,5.742,9.904,1689.350
TCGA-AA-3685-01A,41.554,143.689,28.738,12.817,22.192,35.419,314.771,25.171,2.191,120.017,32.920,4.187,1630.497
TCGA-AA-3851-01A,21.241,154.167,28.833,7.916,26.409,49.451,249.665,51.362,1.180,95.307,12.794,2.524,2833.319
TCGA-DM-A282-01A,5.312,122.962,5.793,2.552,3.156,30.094,46.992,1.054,1.000,108.732,2.455,1.000,1705.296
TCGA-AA-3543-01A,27.437,261.773,40.565,36.152,29.013,45.943,641.687,35.108,1.251,74.192,152.006,8.521,3245.342
TCGA-F4-6805-01A,17.978,794.041,41.868,5.558,25.364,120.609,346.981,44.076,6.391,655.837,16.198,8.951,2202.561
TCGA-AA-3821-01A,13.150,262.409,29.299,8.205,25.903,50.871,202.295,27.285,4.054,89.527,18.230,5.554,2099.968
TCGA-F4-6460-01A,15.889,209.069,33.314,3.832,12.335,138.658,147.312,7.874,1.229,743.205,16.599,1.000,1384.085
TCGA-AZ-5407-01A,24.413,52.654,26.778,18.571,20.928,50.092,138.237,30.369,1.000,33.857,15.516,1.329,1951.885
TCGA-D5-6929-01A,111.017,531.214,18.391,6.907,28.574,89.148,231.140,5.477,2.603,273.256,34.355,2.545,4434.918
