,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-CV-7263-01A,30.287,649.971,52.084,5.849,11.367,122.239,227.627,59.062,3.862,126.922,34.247,2.914,105.289
TCGA-CN-A49C-01A,17.375,51.589,15.795,4.947,8.379,50.033,161.106,14.638,1.000,24.892,28.630,1.325,537.711
TCGA-CV-7097-01A,11.060,549.195,73.141,3.999,4.183,80.236,772.381,14.209,16.587,135.313,38.044,2.688,156.896
TCGA-IQ-A6SG-01A,3.963,101.482,14.315,1.608,1.564,46.590,59.428,11.229,2.990,42.534,5.660,2.695,142.293
TCGA-UF-A7JC-01A,2.116,198.143,10.576,1.000,1.260,41.949,29.798,3.745,1.000,25.495,2.675,1.000,291.141
TCGA-QK-A6II-01A,1.377,14.519,5.038,1.306,2.179,24.748,75.606,4.317,1.000,10.309,15.388,1.000,266.914
TCGA-CN-A49B-01A,6.546,127.444,51.661,16.351,8.075,52.362,1021.171,12.669,2.116,53.119,53.399,2.857,1307.828
TCGA-IQ-A61E-01A,9.374,158.222,25.895,8.781,2.051,32.861,253.065,17.074,4.102,59.258,35.894,1.000,57.649
TCGA-BA-A4IH-01A,37.714,173.686,31.605,25.073,4.832,158.984,220.355,5.543,1.158,79.575,44.419,1.000,431.754
TCGA-H7-8502-01A,3.215,260.487,43.288,2.535,2.647,96.758,248.028,2.655,3.388,53.072,9.177,5.748,163.798
TCGA-CV-7406-01A,4.948,445.035,17.201,1.367,7.471,162.125,55.751,34.541,4.938,156.172,5.007,1.566,2619.091
TCGA-CV-7414-01A,3.356,248.627,14.559,2.362,3.450,84.922,81.074,45.614,1.000,89.594,47.862,1.000,2408.714
TCGA-HD-7229-01A,21.664,59.494,41.136,14.876,2.382,32.801,168.372,23.253,1.213,18.137,43.948,2.927,407.338
TCGA-CV-6961-01A,6.661,355.867,27.279,7.195,6.127,106.080,142.992,6.107,14.797,79.589,24.071,12.424,1410.580
TCGA-TN-A7HI-01A,216.126,173.931,27.259,22.059,8.407,68.817,402.594,100.577,3.021,133.962,162.003,2.480,2593.098
TCGA-CQ-5333-01A,12.180,44.660,97.257,22.673,18.490,51.153,2899.748,19.376,1.000,71.403,128.369,7.241,280.870
TCGA-CN-4733-01A,269.346,879.820,144.648,66.519,33.612,204.694,773.439,150.846,10.949,102.219,177.606,6.986,122.905
TCGA-CR-6488-01A,4.707,617.726,60.685,7.311,14.529,106.132,388.060,115.630,2.564,108.329,24.595,5.952,144.744
TCGA-BB-4225-01A,66.548,43.677,74.387,46.685,9.478,53.112,346.514,14.459,2.064,68.992,127.623,1.004,2378.205
TCGA-BA-A4IG-01A,34.904,92.214,30.635,8.602,11.293,40.486,92.591,7.504,1.468,21.597,24.973,1.000,1429.654
TCGA-CR-7393-01A,25.185,694.259,121.187,23.558,56.468,157.094,314.189,174.653,6.813,72.768,80.568,7.884,69.913
TCGA-T2-A6X0-01A,55.256,130.156,49.124,32.505,6.664,100.082,413.175,46.085,1.082,44.405,60.041,1.453,2944.743
TCGA-F7-A623-01A,19.599,124.744,20.804,6.090,4.330,59.497,118.150,9.798,4.769,52.551,20.682,5.874,46.009
TCGA-IQ-7632-01A,28.537,46.284,12.675,2.099,1.049,35.200,21.792,10.389,1.000,35.208,6.194,1.356,404.124
TCGA-QK-A652-01A,8.143,494.197,31.543,7.878,17.068,65.583,183.721,35.013,2.763,101.791,26.327,4.880,31.424
TCGA-CR-7388-01A,158.180,521.532,74.270,12.132,18.140,156.854,165.856,135.024,18.870,97.052,51.005,39.308,504.117
TCGA-BA-A6DG-01A,10.393,888.015,47.724,6.465,4.327,142.233,297.326,5.626,5.332,242.101,18.778,16.140,265.485
TCGA-UF-A7JT-01A,26.266,169.789,42.036,47.251,7.475,63.601,1439.748,2.180,9.695,53.089,292.774,4.418,144.353
TCGA-CN-A6V6-01A,84.752,182.011,48.208,65.726,13.164,60.480,515.944,53.552,1.696,50.389,129.306,3.377,3522.934
TCGA-CR-6473-01A,18.483,54.847,18.190,5.471,2.885,91.759,22.134,13.584,1.135,54.451,20.433,1.000,832.115
TCGA-CQ-7069-01A,4.238,404.371,48.566,2.040,2.367,148.567,47.503,29.611,6.971,73.097,6.510,3.463,38.681
TCGA-CQ-6219-01A,7.421,573.498,57.294,23.314,13.816,62.856,822.640,66.191,1.501,83.655,143.233,3.654,141.674
TCGA-IQ-A6SH-01A,12.232,166.660,27.080,6.966,3.203,55.617,271.810,20.020,4.128,47.335,53.710,1.031,142.818
TCGA-IQ-7631-01A,6.718,358.672,11.391,1.000,1.000,153.668,19.479,13.536,1.000,116.313,1.267,1.562,336.439
TCGA-CR-7398-01A,6.429,721.524,77.060,3.926,5.498,94.733,126.020,192.474,11.672,126.792,11.407,10.620,2904.652
TCGA-UF-A71E-01A,12.226,241.097,5.618,1.000,1.278,43.706,34.759,4.126,1.829,64.251,6.130,1.000,607.476
TCGA-UF-A719-01A,6.524,61.597,10.241,3.445,1.409,42.174,82.227,2.715,2.526,48.303,16.149,1.000,477.534
TCGA-CN-6023-01A,45.221,91.297,65.256,65.213,13.978,97.053,853.453,87.168,2.485,26.153,216.054,3.004,4559.288
TCGA-CV-7422-01A,17.185,201.575,27.292,7.625,6.000,98.514,190.730,25.688,2.969,68.934,27.331,2.137,493.771
TCGA-CX-A4AQ-01A,127.429,137.601,67.956,17.034,32.125,122.778,365.878,4.811,4.967,142.431,68.035,3.211,488.269
TCGA-CQ-5330-01A,8.980,779.541,112.950,16.987,20.420,192.422,1364.875,14.253,7.624,249.007,73.034,6.204,193.700
TCGA-P3-A6T3-01A,2.010,156.380,8.754,1.000,1.000,10.732,38.654,1.323,1.000,32.172,2.444,1.000,80.491
TCGA-HD-A6I0-01A,4.700,49.868,9.177,5.128,1.756,38.915,325.950,19.303,3.292,63.900,63.153,1.000,177.394
TCGA-CV-6950-01A,7.746,424.537,17.266,5.200,2.857,80.263,178.216,8.771,2.173,89.785,21.276,1.352,222.626
TCGA-CR-7380-01A,14.070,266.561,55.224,5.581,14.061,116.923,214.105,57.590,2.730,107.045,18.154,2.966,61.270
TCGA-DQ-7588-01A,4.253,152.951,6.818,1.000,1.000,20.852,2.767,1.768,1.000,9.866,1.733,1.000,146.884
TCGA-BA-6873-01A,11.108,411.894,62.800,9.456,6.136,69.585,206.709,5.625,1.000,37.006,31.293,1.051,207.564
TCGA-CR-6472-01A,15.706,247.457,11.488,4.463,4.148,70.373,36.193,31.930,1.000,66.189,31.606,1.000,5777.444
TCGA-UF-A7JH-01A,10.346,595.023,27.211,7.250,10.619,111.442,384.486,6.779,1.347,132.587,37.345,2.038,225.820
TCGA-BA-4077-01B,11.849,228.709,73.025,17.922,13.844,43.409,411.698,41.405,1.824,115.452,75.628,3.735,1806.948
TCGA-CV-7411-01A,8.362,254.848,13.010,3.418,2.214,63.817,60.214,14.158,1.000,47.032,8.278,1.000,18.827
TCGA-MT-A67A-01A,7.045,42.346,3.227,7.202,2.206,30.049,60.889,43.339,1.000,14.673,46.686,1.169,59.674
TCGA-D6-6826-01A,15.318,433.832,101.104,9.342,16.529,109.235,743.692,27.482,18.122,63.037,24.689,37.673,324.431
TCGA-CR-7404-01A,84.403,193.248,72.091,23.631,19.758,107.576,450.343,40.234,5.547,135.732,103.206,6.085,2295.105
TCGA-D6-A6EM-01A,41.453,89.893,23.828,21.255,9.600,58.656,1007.705,31.071,8.167,61.365,168.087,2.629,750.422
TCGA-CR-7379-01A,30.040,375.502,56.676,2.645,3.578,109.970,231.509,34.620,9.200,110.907,14.063,30.242,219.055
TCGA-CV-7236-01A,6.756,335.731,53.812,3.464,5.517,109.203,146.782,8.313,1.502,135.923,14.649,1.000,379.408
TCGA-CN-4727-01A,4.284,220.819,9.243,1.000,1.000,98.562,26.877,4.714,1.818,80.981,1.879,7.058,238.164
TCGA-CQ-5327-01A,8.851,99.229,40.798,24.698,10.779,59.234,847.150,16.406,1.669,30.921,112.954,4.104,68.520
TCGA-C9-A480-01A,3.267,48.635,12.419,6.894,5.263,31.784,61.410,4.215,1.000,31.482,20.189,1.118,135.823
TCGA-CV-A6JO-01B,3.460,70.662,18.737,18.091,4.854,32.226,372.238,8.814,2.037,15.215,96.053,2.073,34.758
TCGA-CR-6492-01A,33.531,197.324,36.504,6.050,7.393,62.709,188.763,39.709,2.793,42.629,22.954,11.743,302.497
TCGA-CV-6933-01A,5.876,222.770,61.195,1.764,6.888,59.926,310.141,5.721,10.104,148.348,7.730,3.493,149.428
TCGA-BA-6872-01A,8.611,357.086,28.676,2.339,1.998,92.029,105.676,79.295,2.721,52.695,8.128,1.833,72.971
TCGA-BB-4223-01A,65.960,35.567,70.717,64.621,21.612,85.230,285.282,20.010,1.939,92.554,105.453,2.592,1817.154
TCGA-UF-A7JJ-01A,110.096,1687.693,91.077,27.153,15.135,78.831,552.621,36.869,4.450,246.571,75.169,9.482,70.746
TCGA-RS-A6TO-01A,6.598,433.704,41.621,11.420,3.401,32.620,472.621,1.323,3.150,148.509,68.881,2.215,439.096
TCGA-CR-7372-01A,9.116,709.481,29.415,3.581,6.267,122.705,90.417,114.244,4.801,75.667,10.766,1.943,57.199
TCGA-D6-6827-01A,10.020,150.009,20.405,4.588,9.148,91.288,96.796,13.123,2.499,57.665,11.406,2.208,188.038
TCGA-CV-7437-01A,6.614,120.283,16.630,1.000,7.634,33.755,132.564,15.014,1.000,33.311,7.310,1.000,1870.719
TCGA-BA-5151-01A,12.927,357.210,55.527,5.227,4.494,123.449,149.708,27.996,10.860,40.842,11.467,26.917,50.521
TCGA-CV-A461-01A,21.854,204.779,47.559,59.245,19.876,42.279,643.777,107.927,3.736,107.715,211.819,1.751,388.965
TCGA-BA-5559-01A,66.654,403.872,120.880,96.008,33.994,125.634,1204.097,49.181,5.880,82.174,250.370,8.543,1095.501
TCGA-CN-4723-01A,33.764,497.586,68.684,10.443,8.490,96.565,320.831,28.489,4.487,112.674,26.137,4.530,1042.726
TCGA-F7-A624-01A,71.760,8.169,41.856,84.570,15.841,34.917,1513.586,3.019,8.528,123.010,413.318,3.039,1319.856
TCGA-CV-A463-01A,10.903,50.654,6.025,6.633,2.364,32.480,41.576,12.442,1.000,12.365,16.988,1.000,11.918
TCGA-BB-4228-01A,20.884,128.073,31.697,11.317,6.638,51.882,169.752,34.243,1.223,111.977,39.583,1.396,2224.298
TCGA-CV-6953-01A,39.383,52.550,18.603,5.748,5.254,25.656,111.667,13.525,6.520,10.755,24.537,1.006,26.629
TCGA-CV-7261-01A,34.461,622.563,27.069,4.175,5.151,122.403,175.871,36.818,2.337,151.654,15.749,7.183,624.417
TCGA-P3-A5QF-01A,4.646,66.868,12.941,3.661,2.847,43.595,208.155,7.983,1.027,29.206,27.939,1.000,1816.687
TCGA-CR-6470-01A,167.662,376.388,112.775,62.190,33.392,123.639,378.926,72.513,1.453,99.860,176.236,3.019,3650.146
TCGA-CV-5979-01A,3.065,725.646,24.072,1.022,2.725,39.520,113.672,6.237,1.734,82.593,8.467,1.000,277.015
TCGA-CR-6471-01A,16.479,404.645,67.970,35.312,19.816,83.411,188.317,22.377,5.324,46.757,64.426,1.242,198.384
TCGA-CV-7430-01A,3.270,110.763,31.928,1.285,1.130,53.711,43.901,5.885,1.000,38.032,5.169,1.000,840.703
TCGA-CV-7099-01A,7.611,179.492,33.146,14.535,4.342,33.817,361.503,26.537,3.278,28.789,60.029,4.820,208.738
TCGA-CQ-6221-01A,4.417,3975.382,50.148,1.149,3.233,297.933,385.421,1.027,12.448,456.835,23.071,2.062,14.144
TCGA-CN-6992-01A,8.030,255.426,27.983,2.855,7.191,196.814,134.046,14.616,3.650,57.480,9.468,2.060,1514.926
TCGA-BA-5556-01A,21.903,177.819,73.905,42.683,29.763,97.329,406.627,26.316,4.730,32.514,203.200,1.539,119.378
TCGA-CV-7245-01A,3.726,253.519,21.142,3.592,2.081,70.196,50.923,40.774,2.201,160.110,13.323,1.000,313.209
TCGA-UF-A7JV-01A,6.173,66.309,81.600,8.123,11.204,44.507,707.354,3.721,14.232,247.555,49.128,4.738,1755.543
TCGA-CV-5440-01A,5.185,108.988,7.353,1.454,2.917,59.015,88.196,9.783,1.000,74.983,9.423,1.000,330.489
TCGA-UF-A7JO-01A,5.575,149.832,87.512,24.432,21.835,45.635,1065.994,1.637,2.482,39.811,102.201,3.480,249.690
TCGA-CV-A45V-01A,7.587,308.262,17.339,6.061,6.305,67.676,190.926,70.293,2.421,49.783,41.476,3.860,36.217
TCGA-H7-7774-01A,3.234,23.278,20.470,11.031,12.851,33.611,127.102,26.956,1.000,14.496,22.995,1.000,51.629
TCGA-CQ-A4CG-01A,6.586,591.881,31.500,1.000,1.377,54.875,117.848,27.124,1.451,103.021,6.155,1.000,58.560
TCGA-CV-5970-01A,24.245,284.617,33.927,3.091,5.155,67.471,163.462,17.225,2.016,84.744,10.893,2.884,80.880
TCGA-BB-4217-01A,237.922,251.837,136.287,15.987,40.246,156.837,167.163,30.957,4.540,75.846,59.815,1.951,1381.645
TCGA-CR-5248-01A,171.381,43.287,89.489,58.206,24.110,66.540,1001.337,18.220,3.697,30.116,1304.844,3.114,133.214
TCGA-CR-7394-01A,85.577,375.787,99.709,81.690,20.233,186.187,579.813,38.799,8.525,71.251,154.496,9.457,44.075
TCGA-CV-7421-01A,4.173,1560.167,10.770,2.387,2.206,115.272,127.477,29.233,4.192,1048.432,12.757,3.046,1813.111
TCGA-CN-4729-01A,25.263,317.012,44.454,2.678,5.833,96.449,57.991,115.735,4.349,93.521,10.374,4.367,288.618
TCGA-F7-A61V-01A,12.450,58.747,10.069,4.792,4.204,45.799,70.613,5.430,1.000,20.708,13.432,1.000,113.309
TCGA-BA-A6D8-01A,18.711,213.437,16.110,1.000,3.539,104.409,150.879,69.827,15.433,335.723,19.678,1.472,3591.171
TCGA-CV-5971-01A,20.285,991.373,62.734,11.776,21.842,253.266,304.841,105.842,14.159,279.847,58.228,5.195,20.190
TCGA-CQ-6220-01A,3.778,95.169,18.463,6.256,3.682,39.384,175.827,7.132,1.000,16.957,19.380,1.000,77.726
TCGA-IQ-A61J-01A,5.267,562.081,27.302,5.753,12.219,92.125,163.455,62.997,1.000,93.963,19.574,1.512,224.482
TCGA-BA-7269-01A,11.841,322.756,9.596,1.934,1.843,70.881,128.079,41.932,1.000,335.099,15.454,1.000,1103.870
TCGA-CV-7178-01A,13.013,656.046,58.042,20.925,11.753,135.057,658.053,74.236,2.654,113.543,69.308,2.995,45.138
TCGA-BB-A6UO-01A,4.024,210.599,20.592,1.514,1.087,98.964,142.362,3.901,4.063,134.579,16.223,1.268,90.304
TCGA-CV-A468-01A,32.491,545.843,47.190,42.767,20.163,63.595,494.082,29.515,1.593,112.499,113.239,2.126,78.542
TCGA-CV-6960-01A,7.923,372.962,14.312,1.000,4.011,70.706,32.640,7.317,1.000,129.639,2.565,1.458,1110.032
TCGA-CV-7252-01A,11.427,319.714,28.087,3.830,4.087,160.458,253.618,6.406,1.247,78.081,24.117,1.737,80.563
TCGA-CV-A45X-01A,4.272,69.324,10.255,1.000,6.482,27.801,52.248,3.846,1.000,10.887,3.066,2.516,42.713
TCGA-CN-A6UY-01A,37.541,18.346,42.728,37.503,3.993,57.016,194.889,2.710,2.236,25.034,305.549,1.106,2185.582
TCGA-CQ-6222-01A,3.602,94.752,52.969,17.920,16.023,49.957,585.972,11.903,4.288,65.918,74.474,4.112,19.380
TCGA-MZ-A7D7-01A,4.137,34.399,14.917,1.000,2.584,5.545,26.804,4.792,1.000,9.904,3.064,1.000,46.566
TCGA-CQ-5329-01A,13.303,514.770,74.524,14.266,8.455,64.395,794.336,43.482,1.627,142.067,32.685,3.440,184.541
TCGA-CV-5973-01A,2.705,40.432,7.453,1.000,2.467,17.220,58.501,23.162,1.000,23.383,1.302,1.093,77.328
TCGA-BA-5555-01A,17.028,135.261,24.042,8.483,4.386,151.730,198.189,67.795,1.427,94.355,53.465,2.351,1065.571
TCGA-UF-A7JS-01A,7.257,49.389,29.642,1.235,1.702,60.114,620.049,26.790,1.152,66.144,48.929,2.367,276.644
TCGA-CV-A45Q-01A,2.602,14.208,3.920,1.316,1.000,19.633,107.556,10.829,1.000,24.361,19.249,1.000,73.155
TCGA-QK-A6VC-01A,23.864,147.853,26.211,16.958,9.806,51.623,200.889,22.402,1.674,32.944,62.181,4.044,1576.009
TCGA-BA-A6DL-01A,16.846,76.475,8.233,2.993,1.997,22.342,23.432,13.531,1.333,13.122,13.875,4.757,820.855
TCGA-CR-7365-01A,6.281,740.853,35.255,2.159,2.450,71.448,126.684,19.043,3.975,67.780,6.852,1.330,413.537
TCGA-P3-A6SW-01A,152.675,144.344,34.301,27.887,4.451,63.459,434.130,133.614,1.000,50.849,92.256,1.993,421.590
TCGA-HD-8314-01A,19.350,200.521,76.643,11.568,19.250,94.271,419.450,27.819,3.472,172.520,30.176,4.706,1874.498
TCGA-CN-4742-01A,33.351,832.112,54.722,2.549,5.952,91.174,280.466,23.559,2.944,148.031,10.813,3.205,38.441
TCGA-IQ-A61H-01A,8.457,228.776,15.191,4.439,3.283,58.873,100.753,11.402,4.194,75.938,17.899,1.159,388.228
TCGA-CX-7085-01A,126.749,1134.229,120.637,28.981,28.974,171.068,479.554,48.171,43.156,161.162,83.379,39.041,48.756
TCGA-CV-7235-01A,4.070,826.667,51.039,17.695,12.498,144.989,454.628,39.886,6.711,150.235,89.469,2.190,63.203
TCGA-CV-7434-01A,3.967,109.986,39.690,6.598,1.786,42.797,367.604,3.016,5.910,20.374,33.911,1.125,92.045
TCGA-CR-6480-01A,31.223,50.692,25.582,10.993,5.811,74.581,103.012,17.799,1.000,36.017,44.336,1.000,3663.736
TCGA-CR-7385-01A,47.587,73.718,82.267,24.224,29.395,48.950,432.823,30.188,3.001,24.215,77.916,7.398,1596.082
TCGA-T2-A6WZ-01A,71.851,127.414,8.410,3.207,2.089,38.926,110.455,10.741,1.015,83.651,25.819,1.000,31.572
TCGA-CV-6436-01A,6.547,29.052,14.649,18.217,1.736,31.616,343.012,18.448,4.051,25.195,145.505,1.000,116.532
TCGA-UF-A7JA-01A,8.168,599.537,27.842,3.739,3.186,60.225,46.331,3.177,2.357,138.835,11.398,2.486,266.753
TCGA-CQ-A4CB-01A,9.872,689.724,107.329,3.002,11.485,108.046,251.992,18.335,8.270,85.474,12.015,9.781,671.755
TCGA-CX-7219-01A,23.711,553.142,80.759,13.843,7.676,106.560,516.101,10.191,7.733,114.889,36.060,7.914,106.419
TCGA-IQ-A61G-01A,3.302,27.146,8.430,1.000,1.205,6.235,82.770,1.000,1.903,37.420,3.438,1.000,128.087
TCGA-CV-5434-01A,9.200,568.645,70.960,4.986,13.517,149.424,383.528,10.591,8.950,158.405,38.301,4.297,466.373
TCGA-DQ-5625-01A,3.893,149.098,46.788,51.300,12.670,57.007,631.415,6.614,1.000,53.004,155.774,1.000,22.667
TCGA-BB-A6UM-01A,5.867,30.249,15.738,30.699,4.972,45.662,228.716,1.422,1.000,24.209,146.278,1.000,1482.970
TCGA-C9-A47Z-01A,3.071,168.119,12.216,2.963,1.897,27.473,58.403,3.552,2.514,20.260,9.673,1.204,30.456
TCGA-P3-A6T7-01A,4.542,207.776,11.574,4.447,1.576,54.134,88.770,3.321,1.000,23.479,14.478,2.479,119.410
TCGA-CN-6998-01A,1.444,56.754,26.943,3.165,2.591,31.112,86.162,4.643,1.000,7.657,11.234,1.000,15.689
TCGA-MZ-A6I9-01A,93.572,123.585,8.476,4.304,7.169,106.384,71.555,44.355,1.000,46.098,25.645,1.193,5647.035
TCGA-F7-A50I-01A,10.675,322.500,19.944,10.201,4.476,59.715,111.407,7.963,4.368,55.428,26.124,1.498,522.102
TCGA-T2-A6WX-01A,32.064,31.925,34.784,85.668,10.769,44.031,739.614,12.223,2.275,29.385,484.160,3.694,252.854
TCGA-CN-4741-01A,15.555,129.859,21.705,8.437,4.215,49.060,140.397,14.970,1.000,30.488,21.969,1.000,247.412
TCGA-CV-6948-01A,24.034,61.333,24.408,5.438,10.442,49.143,249.868,2.989,1.880,30.455,47.896,1.269,1998.840
TCGA-QK-A64Z-01A,2.614,284.588,34.360,4.477,2.153,31.135,157.742,23.900,1.136,41.316,19.192,2.129,45.908
TCGA-CQ-6228-01A,15.144,324.072,19.440,1.057,4.045,92.851,139.078,12.172,1.636,55.046,3.185,1.000,834.569
TCGA-CN-6996-01A,24.177,342.651,120.763,14.541,20.104,91.711,816.832,72.340,10.452,37.609,58.409,4.687,33.062
TCGA-CN-4737-01A,5.516,788.710,38.012,1.697,9.339,95.418,110.005,41.502,4.727,145.208,7.076,3.969,137.204
TCGA-QK-A6V9-01A,46.132,28.856,30.372,35.611,11.766,39.289,178.023,7.913,1.000,19.914,141.561,1.090,1774.872
TCGA-DQ-7591-01A,65.679,45.445,54.865,39.321,18.729,65.919,249.180,3.837,1.335,24.484,147.924,4.193,1325.324
TCGA-CN-5358-01A,109.046,1576.577,147.829,37.570,39.426,208.835,622.648,113.893,23.119,157.565,108.405,17.773,33.617
TCGA-CV-6945-01A,3.653,334.996,14.498,1.000,1.000,13.878,60.723,7.000,1.000,76.363,3.634,1.000,150.949
TCGA-CQ-6218-01A,8.530,258.324,47.102,4.824,3.636,56.839,198.469,29.836,3.286,49.388,19.536,3.816,129.369
TCGA-CV-7413-01A,5.549,673.935,36.740,3.271,6.415,44.330,425.498,16.212,1.000,133.160,15.147,10.444,87.820
TCGA-CR-7377-01A,40.220,1385.076,119.243,41.954,32.009,182.484,492.978,103.195,7.642,88.882,94.877,2.015,48.088
TCGA-D6-6823-01A,11.647,278.397,16.339,1.456,2.925,73.695,48.278,11.554,6.089,38.697,5.168,15.360,751.609
TCGA-CV-7253-01A,6.833,23.076,27.202,1.000,1.021,23.515,11.695,4.959,1.000,32.515,2.037,1.000,417.905
TCGA-CV-6942-01A,91.356,390.232,55.760,25.060,9.913,146.046,470.999,93.566,12.011,80.029,154.502,7.416,67.083
TCGA-BA-A6DA-01A,8.546,62.557,10.233,2.515,1.008,28.564,80.774,35.484,1.000,22.355,9.427,3.614,82.676
TCGA-MT-A67D-01A,64.035,395.126,48.052,5.609,8.413,94.513,139.561,31.575,4.685,83.074,14.911,11.777,242.713
TCGA-CQ-5323-01A,55.027,165.173,25.476,12.894,4.441,93.602,160.195,22.794,2.898,41.614,47.458,2.129,299.049
TCGA-CR-7390-01A,4.970,578.256,38.394,1.447,1.377,88.754,58.895,16.149,8.232,114.412,1.735,19.117,270.992
TCGA-UF-A7JK-01A,2.470,954.554,13.786,1.000,1.000,35.358,16.444,2.673,1.000,75.804,1.402,1.413,274.287
TCGA-CV-A45Y-01A,134.424,942.865,52.310,12.759,18.635,94.550,297.006,53.816,4.901,314.367,59.368,2.352,166.536
TCGA-P3-A6T0-01A,2.442,293.775,23.596,1.000,1.880,29.791,32.975,1.000,1.124,117.394,3.911,1.000,33.206
TCGA-CN-4740-01A,21.383,1108.667,98.400,16.430,17.915,143.950,595.079,42.649,20.624,207.329,66.571,11.303,60.983
TCGA-CN-5370-01A,10.665,603.759,114.686,13.994,17.541,178.629,1366.342,20.261,20.791,109.312,59.017,14.929,134.257
TCGA-CN-6024-01A,4.985,260.524,8.926,1.000,2.578,54.136,38.034,6.246,1.000,148.636,1.748,1.000,271.327
TCGA-CR-7397-01A,4.921,841.098,51.223,5.425,13.971,130.909,205.013,56.049,3.091,204.798,15.427,2.358,72.452
TCGA-QK-AA3J-01A,37.654,83.642,8.688,4.088,2.178,67.454,44.919,31.999,1.814,50.269,38.523,1.000,2075.697
TCGA-BA-A6DI-01A,15.515,188.489,17.371,3.367,2.162,58.402,34.095,7.840,1.000,17.247,8.429,1.000,1522.689
TCGA-CV-5443-01A,185.349,208.533,82.377,36.772,20.458,85.348,751.018,34.655,6.861,194.378,266.399,5.352,2090.291
TCGA-P3-A5Q5-01A,46.915,75.499,72.092,69.553,33.406,32.046,1339.299,14.420,2.295,18.165,262.777,5.898,801.249
TCGA-CN-A498-01A,26.535,383.185,20.445,7.033,5.761,41.374,101.424,16.083,1.000,31.019,17.056,1.015,439.372
TCGA-CX-7082-01A,7.497,291.812,24.964,10.001,4.619,110.052,227.337,11.877,4.435,59.907,45.908,3.366,3738.274
TCGA-CV-7432-01A,3.984,79.070,16.013,1.000,1.015,47.487,87.274,12.073,1.280,32.957,5.186,1.000,78.849
TCGA-CV-7248-01A,117.261,304.057,40.160,12.795,12.140,200.355,193.057,22.730,6.098,135.827,80.641,3.046,1666.415
TCGA-KU-A66T-01A,3.388,171.947,42.037,1.000,1.000,19.703,30.075,2.924,1.000,67.011,1.633,1.068,206.516
TCGA-P3-A5Q6-01A,6.020,884.101,21.347,1.000,2.079,57.504,163.205,29.005,1.000,253.153,3.072,1.000,687.378
TCGA-CN-5374-01A,65.106,62.726,49.697,24.949,21.718,57.064,177.321,29.672,1.000,36.452,135.506,1.491,1832.227
TCGA-CQ-A4CI-01A,5.078,425.110,7.892,1.312,1.000,175.353,50.486,15.291,1.083,123.822,5.883,1.000,906.842
TCGA-BB-4224-01A,2.318,27.025,8.707,1.640,8.469,22.352,87.769,8.421,1.000,47.192,5.849,1.609,22.525
TCGA-CN-6997-01A,9.964,237.309,16.817,1.536,3.875,75.374,110.009,48.984,2.217,98.075,10.419,1.187,2211.046
TCGA-CV-7101-01A,127.373,205.120,41.106,5.719,9.694,94.026,277.253,29.689,7.735,61.221,42.588,2.292,1742.473
TCGA-CV-6937-01A,3.994,267.152,22.883,1.349,2.836,31.110,178.935,6.223,1.000,206.292,6.949,3.320,474.678
TCGA-CQ-5326-01A,3.557,207.245,49.436,3.408,3.773,46.591,406.041,27.620,18.512,46.310,12.985,14.531,577.300
TCGA-P3-A6SX-01A,4.949,204.555,6.259,1.480,1.000,56.715,23.240,12.375,1.000,46.451,4.492,1.000,69.278
TCGA-D6-A6EQ-01A,13.331,298.263,17.174,5.098,6.087,52.496,194.227,52.083,1.758,113.863,40.794,1.718,71.849
TCGA-CN-6995-01A,7.312,153.481,37.319,25.769,7.999,46.891,561.087,4.106,1.079,40.205,115.398,2.117,808.021
TCGA-D6-A6EO-01A,10.897,118.833,8.727,1.458,1.786,93.691,35.749,3.011,3.964,49.161,10.728,2.201,1005.075
TCGA-KU-A6H8-01A,5.941,260.185,9.365,16.592,10.462,53.800,115.083,29.487,1.392,59.708,50.227,1.000,24.412
TCGA-CN-6010-01A,52.661,310.281,33.262,7.651,7.302,145.742,168.167,48.083,1.774,64.627,27.870,1.550,1473.641
TCGA-BA-A8YP-01A,17.751,764.092,30.193,1.000,3.250,130.249,329.687,7.953,4.872,280.557,3.385,1.571,2717.155
TCGA-CV-6936-01A,27.735,128.712,16.253,17.325,2.728,65.886,188.879,15.188,2.599,75.964,55.986,1.457,78.376
TCGA-D6-A4ZB-01A,62.853,453.311,17.554,4.924,2.260,57.121,101.391,22.167,3.449,97.994,12.564,9.740,292.203
TCGA-QK-A6IG-01A,12.391,195.962,36.303,11.564,2.825,54.237,241.714,9.502,5.002,220.977,52.336,8.142,845.720
TCGA-UF-A7JD-01A,32.852,1442.750,30.491,2.819,2.910,127.357,131.855,14.556,11.108,929.081,10.233,4.979,727.470
TCGA-QK-A6IJ-01A,6.616,57.343,10.824,1.070,4.519,26.819,175.639,21.850,1.731,210.174,12.170,5.617,898.003
TCGA-HD-8635-01A,11.058,279.426,26.985,7.251,7.310,46.241,113.593,20.273,10.851,50.161,27.730,5.283,75.006
TCGA-CV-7250-01A,12.505,54.277,16.563,7.406,2.548,42.841,166.536,16.780,3.312,29.986,30.435,3.800,558.442
